GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,24.6361,5.8715,19.2931,28.781,68.9237,87.0338,0.0,234.5392,34.6984,5.7394,17.3547,17.0381,45.2091,100.3107,0.0,220.3504,36.4949,5.4372,17.6718,29.5779,66.4346,116.2088,0.0,271.8252
다사611484,내국인,관외,86.9863,70.3594,3.9622,51.284,57.2209,12.7964,0.0,282.6092,56.8669,98.0869,2.8002,41.5697,73.6788,7.9603,0.0,280.96279999999996,86.8377,78.9886,4.3906,33.2471,59.4092,10.5208,0.0,273.394
다사611484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,33.4758,33.4758,0.0,0.0,0.0,0.0,0.0,0.0,28.4368,28.4368,0.0,0.0,0.0,0.0,0.0,0.0,4.8363,4.8363
다사611485,내국인,관내,56.113,66.6009,89.2874,77.9918,5.1326,83.51,0.0,378.63570000000004,68.0033,38.9282,53.3033,105.8611,4.362,98.3996,0.0,368.8575000000001,32.0794,97.479,96.7331,52.1206,3.9837,74.1716,0.0,356.5674
다사611485,내국인,관외,69.5638,79.9698,9.4214,29.1985,75.676,52.5187,0.0,316.3482,62.4709,93.9097,5.9286,41.9552,41.5647,58.0814,0.0,303.91049999999996,82.1111,84.3754,14.0251,42.8169,105.567,39.714,0.0,368.60949999999997
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,132.1521,132.1521,0.0,0.0,0.0,0.0,0.0,0.0,120.8715,120.8715,0.0,0.0,0.0,0.0,0.0,0.0,88.5799,88.5799
다사612483,내국인,관내,8.683,37.5121,6.9959,70.0687,21.6676,42.602,0.0,187.5293,9.977,44.5538,9.7602,35.1387,17.39,22.6974,0.0,139.5171,9.0219,33.8167,4.8185,39.2481,17.8594,23.0345,0.0,127.79910000000001
다사612483,내국인,관외,3.0334,58.2009,92.4443,81.1074,89.1499,42.4863,0.0,366.4222,3.856,73.1095,53.1631,105.3884,93.6091,51.549,0.0,380.6751,3.5296,45.3181,130.6568,93.7991,83.1201,48.0566,0.0,404.4803
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,25.5697,25.5697,0.0,0.0,0.0,0.0,0.0,0.0,10.587,10.587,0.0,0.0,0.0,0.0,0.0,0.0,21.4453,21.4453
다사612483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,99.6596,99.6596,0.0,0.0,0.0,0.0,0.0,0.0,93.6093,93.6093,0.0,0.0,0.0,0.0,0.0,0.0,38.5929,38.5929
다사612484,내국인,관내,15.9037,50.221,90.7138,12.6994,13.7932,57.3884,0.0,240.7195,17.2272,42.3837,121.1567,10.1058,7.4746,45.2784,0.0,243.62640000000002,23.7931,55.6929,86.5557,10.2651,7.8865,68.5959,0.0,252.7892
다사612484,내국인,관외,87.5563,70.6867,56.5429,83.9667,64.4853,8.5425,0.0,371.78040000000004,119.3931,84.0442,83.5781,68.0924,83.6438,6.8942,0.0,445.6458,119.4378,42.9654,44.6776,70.5106,34.0424,9.6558,0.0,321.2896
다사612485,내국인,관내,37.3855,73.2208,28.2329,81.0733,72.3064,1.7321,0.0,293.951,47.594,73.3693,30.219,95.5792,58.1296,1.6974,0.0,306.5885,34.0518,42.1792,40.9243,72.9673,89.8325,2.0561,0.0,282.0112
다사612485,내국인,관외,98.5254,32.0281,77.4348,65.8844,7.3574,16.2336,0.0,297.4637,71.5499,40.5312,64.9081,38.1005,9.7018,10.1949,0.0,234.98639999999997,65.8721,47.747,95.4769,88.7719,5.4477,9.1737,0.0,312.4893
다사612485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,51.4267,51.4267,0.0,0.0,0.0,0.0,0.0,0.0,44.2971,44.2971,0.0,0.0,0.0,0.0,0.0,0.0,51.8757,51.8757
다사612486,내국인,관내,42.4784,25.6923,42.2885,24.7943,95.4231,56.1517,0.0,286.8283,45.4709,20.5818,53.4042,17.344,133.6075,58.1627,0.0,328.5711,24.0194,37.3298,61.3989,23.7922,64.1004,73.206,0.0,283.8467
