GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,93.7065,11.105,4.9936,13.6981,16.9461,57.1346,0.0,197.5839,49.5859,11.6727,7.1416,18.6131,24.992,74.8916,0.0,186.89690000000002,81.1016,6.2218,3.8632,8.0439,17.3565,43.4486,0.0,160.0356
다사611484,내국인,관외,45.2416,32.4122,66.3723,25.8604,47.6056,81.1973,0.0,298.6894,48.8405,20.9913,76.2238,13.2109,50.1202,52.732,0.0,262.1187,34.5941,39.0206,40.972,24.4983,67.594,69.1235,0.0,275.8025
다사611484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,76.2411,76.2411,0.0,0.0,0.0,0.0,0.0,0.0,54.1452,54.1452,0.0,0.0,0.0,0.0,0.0,0.0,76.6968,76.6968
다사611485,내국인,관내,76.3347,93.8183,80.3918,57.4946,69.6505,32.3212,0.0,410.01109999999994,87.3221,70.082,75.5216,62.5528,88.6853,35.4093,0.0,419.57309999999995,56.3874,51.8418,119.6278,33.0656,72.4452,30.7053,0.0,364.0731
다사611485,내국인,관외,63.0009,46.5032,73.9513,44.5041,33.2024,39.5741,0.0,300.736,40.6013,44.9534,69.7043,42.3581,34.5133,56.8964,0.0,289.0268,47.4141,23.9383,67.225,58.5373,49.7781,55.863,0.0,302.7558
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,142.5703,142.5703,0.0,0.0,0.0,0.0,0.0,0.0,17.483,17.483,0.0,0.0,0.0,0.0,0.0,0.0,116.1349,116.1349
다사612483,내국인,관내,8.093,79.805,62.0327,51.4057,38.7104,12.3578,0.0,252.4046,5.7957,104.3804,87.9829,56.6149,50.6423,6.3418,0.0,311.758,9.1215,106.3468,45.4499,65.955,24.4073,6.4289,0.0,257.7094
다사612483,내국인,관외,23.494,34.8308,27.9625,8.036,1.5507,41.2731,0.0,137.14710000000002,21.5555,29.893,28.889,8.5018,1.2084,37.0308,0.0,127.07849999999999,31.2707,33.4463,29.2311,10.2995,2.31,46.7706,0.0,153.32819999999998
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,44.6225,44.6225,0.0,0.0,0.0,0.0,0.0,0.0,49.6331,49.6331,0.0,0.0,0.0,0.0,0.0,0.0,51.8876,51.8876
다사612484,내국인,관내,51.182,42.4048,15.5623,42.6565,63.477,48.4133,0.0,263.6959,47.4724,56.0386,12.9331,26.2454,58.3109,31.7655,0.0,232.7659,35.1569,30.564,20.4896,46.8595,84.5568,35.7473,0.0,253.3741
다사612484,내국인,관외,22.6428,83.1013,70.3546,38.1238,73.6807,48.3271,0.0,336.23030000000006,32.9878,108.667,40.6466,19.1085,92.4985,50.6372,0.0,344.54560000000004,20.5362,78.572,40.5179,51.3998,89.6468,56.6247,0.0,337.29740000000004
다사612484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,48.6942,48.6942,0.0,0.0,0.0,0.0,0.0,0.0,53.2072,53.2072,0.0,0.0,0.0,0.0,0.0,0.0,45.337,45.337
다사612484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,26.6821,26.6821,0.0,0.0,0.0,0.0,0.0,0.0,110.6634,110.6634,0.0,0.0,0.0,0.0,0.0,0.0,142.4752,142.4752
다사612485,내국인,관내,73.5339,29.7201,28.6424,72.3655,85.9601,58.3427,0.0,348.56469999999996,55.578,43.7329,38.2981,76.452,79.2319,81.4695,0.0,374.7624,105.6411,18.0962,17.4074,99.4776,87.743,47.5578,0.0,375.9231
다사612485,내국인,관외,75.8188,88.5417,93.0269,97.8232,9.6317,58.7962,0.0,423.6385,91.7514,58.2647,90.8995,104.6081,5.49,60.6806,0.0,411.6943,45.0384,109.6234,50.8131,86.2904,5.8928,71.5607,0.0,369.21880000000004
다사612485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,87.8921,87.8921,0.0,0.0,0.0,0.0,0.0,0.0,97.1718,97.1718,0.0,0.0,0.0,0.0,0.0,0.0,54.0594,54.0594
다사612485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,21.6821,21.6821,0.0,0.0,0.0,0.0,0.0,0.0,30.8441,30.8441,0.0,0.0,0.0,0.0,0.0,0.0,24.9543,24.9543
다사612486,내국인,관내,98.6839,22.9193,65.3621,63.5811,9.9407,82.6203,0.0,343.1074,142.497,24.5602,34.3637,66.1712,6.2944,117.2193,0.0,391.10580000000004,145.3019,13.0549,56.7445,53.0953,8.9644,79.5013,0.0,356.6623
다사612486,내국인,관외,49.844,49.371,24.2216,69.1135,16.9687,88.9013,0.0,298.4201,47.5002,51.459,13.3122,41.8853,15.1409,114.5506,0.0,283.8482,74.4853,49.5947,31.4056,81.8578,9.0457,114.2051,0.0,360.5942
다사612486,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,39.6906,39.6906,0.0,0.0,0.0,0.0,0.0,0.0,19.7358,19.7358,0.0,0.0,0.0,0.0,0.0,0.0,32.1141,32.1141
다사612486,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,41.4601,41.4601,0.0,0.0,0.0,0.0,0.0,0.0,111.5931,111.5931,0.0,0.0,0.0,0.0,0.0,0.0,68.4275,68.4275
다사613483,내국인,관내,94.0833,25.647,96.176,95.4492,83.8975,85.5976,0.0,480.8506,76.3145,33.9987,71.1408,109.9822,101.6442,110.7043,0.0,503.7847,97.4533,27.5417,139.0998,73.9683,65.0201,113.6917,0.0,516.7749
다사613483,내국인,관외,0.3481,5.2529,13.0172,47.937,23.1449,27.1294,0.0,116.8295,0.3447,3.2079,8.9444,65.606,32.5709,26.9998,0.0,137.6737,0.31,5.481,11.5954,64.0981,16.8052,34.9456,0.0,133.2353
다사613483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,49.5918,49.5918,0.0,0.0,0.0,0.0,0.0,0.0,32.953,32.953,0.0,0.0,0.0,0.0,0.0,0.0,16.9593,16.9593
다사613484,내국인,관내,5.7216,98.6343,62.8396,99.2137,56.6635,55.2892,0.0,378.3619,4.3821,120.7386,53.9345,105.5939,46.7943,61.3167,0.0,392.7601000000001,7.7786,62.3358,44.2486,119.2628,42.9287,38.4311,0.0,314.98560000000003
다사613484,내국인,관외,3.5468,31.0081,15.1815,27.6356,12.7728,33.5199,0.0,123.66470000000001,2.6459,21.9963,11.2014,30.3246,9.7092,19.3212,0.0,95.1986,4.8611,35.7948,8.0856,30.791,8.7743,38.9376,0.0,127.2444
다사613484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,68.1273,68.1273,0.0,0.0,0.0,0.0,0.0,0.0,10.1666,10.1666,0.0,0.0,0.0,0.0,0.0,0.0,90.2954,90.2954
다사613484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,94.7312,94.7312,0.0,0.0,0.0,0.0,0.0,0.0,92.2972,92.2972,0.0,0.0,0.0,0.0,0.0,0.0,33.6643,33.6643
다사613486,내국인,관내,32.667,94.0139,44.6498,2.6916,6.3975,35.608,0.0,216.0278,17.7997,81.1417,57.0238,1.9712,9.4663,24.7698,0.0,192.1725,27.5355,104.1609,53.4833,3.0725,4.0481,49.8759,0.0,242.17619999999997
다사613486,내국인,관외,68.2514,35.3671,1.0422,25.2634,53.6599,0.5018,0.0,184.0858,36.3483,52.4492,0.6228,16.9646,50.1948,0.4637,0.0,157.0434,65.223,36.2219,0.8174,21.404,39.7443,0.431,0.0,163.8416
다사613486,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,137.0828,137.0828,0.0,0.0,0.0,0.0,0.0,0.0,126.8615,126.8615,0.0,0.0,0.0,0.0,0.0,0.0,23.3038,23.3038
다사613487,내국인,관내,64.9196,49.9623,80.2613,83.0803,67.7812,61.7878,0.0,407.7925,45.2685,67.6587,68.9438,108.8266,73.6198,84.0317,0.0,448.34909999999996,83.6035,57.8315,117.8086,93.5011,51.9733,68.6762,0.0,473.3942
다사613487,내국인,관외,56.246,20.4972,44.6748,37.9213,80.3642,65.2992,0.0,305.0027,71.6321,18.0587,54.9588,34.3715,107.2313,46.0341,0.0,332.2865,65.4025,28.2164,41.3656,19.7217,66.2458,77.4661,0.0,298.4181
다사613487,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,139.3083,139.3083,0.0,0.0,0.0,0.0,0.0,0.0,161.3642,161.3642,0.0,0.0,0.0,0.0,0.0,0.0,77.3736,77.3736
다사613488,내국인,관내,21.0741,76.3169,17.8098,12.3807,46.9668,38.435,0.0,212.9833,23.7717,61.948,17.3234,6.5179,62.8046,52.4571,0.0,224.8227,15.8215,72.684,12.7384,9.7345,29.5115,54.5612,0.0,195.05110000000002
다사613488,내국인,관외,99.234,10.4002,5.7711,74.5741,60.986,86.0936,0.0,337.05899999999997,52.6325,5.6818,5.337,91.25,37.4496,80.2462,0.0,272.5971,60.4276,14.5632,4.7422,58.1772,81.3646,125.758,0.0,345.03279999999995
다사613488,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,41.5717,41.5717,0.0,0.0,0.0,0.0,0.0,0.0,38.0188,38.0188,0.0,0.0,0.0,0.0,0.0,0.0,67.5451,67.5451
다사613488,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,6.962,6.962,0.0,0.0,0.0,0.0,0.0,0.0,13.4362,13.4362,0.0,0.0,0.0,0.0,0.0,0.0,50.1376,50.1376
다사613489,내국인,관내,66.0311,76.7276,23.183,33.5088,61.6339,57.4096,0.0,318.49399999999997,55.4241,97.3204,30.7337,27.9888,78.41,46.339,0.0,336.216,60.6075,61.804,25.2602,47.8564,59.2288,58.8094,0.0,313.5663
다사613489,내국인,관외,74.1634,47.8266,34.9054,93.7554,20.3543,79.1529,0.0,350.158,39.1222,31.2364,37.9462,130.4367,17.125,91.8859,0.0,347.7524,59.4246,60.3612,40.8296,108.9801,28.291,88.4854,0.0,386.3719
다사614480,내국인,관내,75.7234,79.4338,76.2153,2.3767,18.7516,98.0001,0.0,350.5009,39.4473,103.4425,62.7213,2.6421,21.4269,93.5571,0.0,323.2372,85.1959,53.5798,45.2891,2.7293,20.2226,143.5888,0.0,350.6055
다사614480,내국인,관외,51.3045,61.3487,26.9892,68.5107,56.7946,31.3301,0.0,296.2778,41.0659,82.3558,25.8667,50.6141,35.8315,33.6831,0.0,269.4171,58.2349,87.0051,14.9582,50.476,69.4083,39.2844,0.0,319.3669
다사614480,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,103.9276,103.9276,0.0,0.0,0.0,0.0,0.0,0.0,24.9932,24.9932,0.0,0.0,0.0,0.0,0.0,0.0,121.3944,121.3944
다사614482,내국인,관내,82.3259,55.3563,82.6915,0.881,16.2792,10.4107,0.0,247.94459999999998,97.5033,79.2832,107.0204,0.4716,16.102,6.8856,0.0,307.2661,86.8182,67.8904,54.526,0.6596,22.6467,12.1708,0.0,244.7117
다사614482,내국인,관외,52.7313,27.6273,69.2071,69.494,98.8253,28.1739,0.0,346.0589,72.5546,30.0248,46.6765,57.9243,77.0061,25.9101,0.0,310.0964,77.0777,17.2966,92.6186,82.334,78.6383,18.496,0.0,366.4612
다사614482,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,58.4534,58.4534,0.0,0.0,0.0,0.0,0.0,0.0,64.0624,64.0624,0.0,0.0,0.0,0.0,0.0,0.0,53.5858,53.5858
다사614483,내국인,관내,19.0927,22.4189,82.2409,72.5461,96.9026,98.6469,0.0,391.8481,17.3946,30.0456,60.7743,100.4832,117.4461,104.7811,0.0,430.9249,17.1129,14.288,97.8937,69.151,59.27,74.111,0.0,331.8266
다사614483,내국인,관외,46.7321,76.164,87.098,62.6819,51.1291,58.4741,0.0,382.2792,43.5693,107.3683,112.8503,36.5018,76.099,69.9559,0.0,446.3446,44.2543,71.4813,54.9693,89.937,32.873,65.0383,0.0,358.5532
다사614483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,102.6959,102.6959,0.0,0.0,0.0,0.0,0.0,0.0,119.915,119.915,0.0,0.0,0.0,0.0,0.0,0.0,32.8163,32.8163
다사614484,내국인,관내,32.5783,26.0514,55.4952,76.0877,30.6314,87.7745,0.0,308.6185,27.3754,38.9123,71.2984,43.9638,39.2492,89.3412,0.0,310.14029999999997,20.512,30.4456,49.9266,91.0157,18.7748,130.2566,0.0,340.93129999999996
다사614484,내국인,관외,54.3477,87.8492,19.6284,28.217,58.3108,21.2802,0.0,269.6333,35.5498,59.709,17.9422,17.0378,55.1088,31.3936,0.0,216.7412,35.8037,111.5044,25.7264,21.0199,45.9274,25.5051,0.0,265.4869
다사614484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,154.7193,154.7193,0.0,0.0,0.0,0.0,0.0,0.0,2.1507,2.1507,0.0,0.0,0.0,0.0,0.0,0.0,144.058,144.058
다사614485,내국인,관내,84.2625,2.1438,43.9924,79.1209,14.4322,30.0979,0.0,254.04970000000003,84.8546,3.1993,22.8738,111.0584,16.3746,21.995,0.0,260.3557,46.3515,1.6108,43.6921,103.6499,7.2362,28.2361,0.0,230.7766
다사614485,내국인,관외,1.3777,20.2972,53.2947,1.6387,25.0054,34.8177,0.0,136.4314,1.8082,26.7405,33.3489,1.6594,20.0648,50.3577,0.0,133.9795,1.684,18.3424,55.4893,1.28,16.8611,19.1354,0.0,112.79220000000001
다사614485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,42.9272,42.9272,0.0,0.0,0.0,0.0,0.0,0.0,24.4583,24.4583,0.0,0.0,0.0,0.0,0.0,0.0,36.8318,36.8318
다사614485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,77.4521,77.4521,0.0,0.0,0.0,0.0,0.0,0.0,90.2263,90.2263,0.0,0.0,0.0,0.0,0.0,0.0,7.8772,7.8772
다사614486,내국인,관내,80.132,85.9806,86.2863,84.605,76.9248,23.0428,0.0,436.9715,91.9869,126.7957,85.5386,89.6358,107.9042,21.1086,0.0,522.9698,111.5214,89.4321,66.3494,49.3624,40.5312,17.752,0.0,374.9485
다사614486,내국인,관외,15.9504,26.711,71.2437,70.444,70.7613,9.6066,0.0,264.71700000000004,10.8934,28.9801,83.4179,93.7569,95.6035,11.4727,0.0,324.12449999999995,13.7735,39.6647,59.5341,63.3596,46.4723,7.8704,0.0,230.6746
다사614486,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,34.1637,34.1637,0.0,0.0,0.0,0.0,0.0,0.0,67.6046,67.6046,0.0,0.0,0.0,0.0,0.0,0.0,129.5284,129.5284
다사614487,내국인,관내,12.6715,44.1735,7.6024,33.4057,57.3006,28.6033,0.0,183.757,7.2008,42.645,6.6083,22.8231,81.173,22.4255,0.0,182.8757,15.654,26.0108,7.1654,41.6564,32.8963,33.5976,0.0,156.9805
