GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,58.8038,76.4602,93.1673,97.9649,97.8037,8.1699,0.0,432.3698,41.5623,113.4332,52.4278,85.3206,134.2313,6.7373,0.0,433.7125,46.7351,89.5591,135.5931,106.8635,139.2085,8.6643,0.0,526.6236
다사611484,내국인,관외,70.5398,55.362,48.6739,75.6654,15.4539,53.5622,0.0,319.2572,98.1164,71.7774,56.9564,108.9305,20.9623,59.5614,0.0,416.30440000000004,87.1792,48.3364,43.2326,108.9444,8.0716,51.962,0.0,347.72619999999995
다사611484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,16.4338,16.4338,0.0,0.0,0.0,0.0,0.0,0.0,106.6599,106.6599,0.0,0.0,0.0,0.0,0.0,0.0,12.8052,12.8052
다사611484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,92.5556,92.5556,0.0,0.0,0.0,0.0,0.0,0.0,13.6655,13.6655,0.0,0.0,0.0,0.0,0.0,0.0,41.5842,41.5842
다사611485,내국인,관내,85.0255,61.8925,10.6504,19.575,85.2038,83.4668,0.0,345.81399999999996,61.2017,92.3294,7.526,12.7287,67.0745,110.7616,0.0,351.62190000000004,91.2813,78.2655,8.9336,13.5214,109.114,44.6146,0.0,345.73040000000003
다사611485,내국인,관외,41.078,85.5635,5.8343,28.4083,29.2067,78.7755,0.0,268.8663,60.571,114.2778,3.55,33.6467,40.606,43.6448,0.0,296.2963,27.0118,104.6544,3.0694,42.5881,15.3877,54.9752,0.0,247.6866
다사611485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,51.2454,51.2454,0.0,0.0,0.0,0.0,0.0,0.0,60.3145,60.3145,0.0,0.0,0.0,0.0,0.0,0.0,19.2475,19.2475
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,100.0329,100.0329,0.0,0.0,0.0,0.0,0.0,0.0,130.5445,130.5445,0.0,0.0,0.0,0.0,0.0,0.0,75.9374,75.9374
다사612483,내국인,관내,48.1209,65.9301,34.5098,18.6555,11.2145,89.1958,0.0,267.62659999999994,38.3276,98.852,29.2585,13.2704,9.8655,116.4494,0.0,306.0234,66.8357,46.4332,31.6394,20.7667,14.0021,102.9113,0.0,282.58840000000004
다사612483,내국인,관외,2.4996,25.9275,86.1274,56.0132,91.3026,66.3825,0.0,328.2528,3.6322,29.4241,80.7716,48.1362,128.9836,71.4624,0.0,362.4101,3.6821,32.8291,109.7941,83.276,50.5059,94.8875,0.0,374.9747
