GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,45.9858,38.6095,42.745,11.7023,21.8966,48.9208,0.0,209.86,60.2822,56.9851,39.4599,14.6641,15.0113,42.9968,0.0,229.3994,25.3995,40.9364,58.9239,11.9231,13.6627,24.4801,0.0,175.32569999999998
다사611484,내국인,관외,48.3601,42.4311,47.4695,39.3096,20.878,85.2401,0.0,283.68839999999994,33.2472,30.0337,67.753,22.902,24.5851,94.3517,0.0,272.8727,69.4854,45.3077,44.7401,21.4684,19.6664,60.6275,0.0,261.2955
다사611484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,77.8131,77.8131,0.0,0.0,0.0,0.0,0.0,0.0,90.6442,90.6442,0.0,0.0,0.0,0.0,0.0,0.0,91.0953,91.0953
다사611485,내국인,관내,36.611,75.0864,77.0138,4.9064,36.2442,82.6833,0.0,312.5451,22.4789,47.3936,71.8453,3.5139,25.7084,64.221,0.0,235.16110000000003,21.7915,48.0439,49.0894,2.568,43.4887,62.7256,0.0,227.70709999999997
다사611485,내국인,관외,16.5382,55.7957,83.5822,13.529,76.8646,0.4154,0.0,246.7251,20.5296,35.5886,95.0953,14.6965,50.0137,0.504,0.0,216.42770000000002,21.2251,36.8515,65.4596,9.1426,109.1954,0.4713,0.0,242.34550000000002
다사611485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,2.0038,2.0038,0.0,0.0,0.0,0.0,0.0,0.0,5.0015,5.0015,0.0,0.0,0.0,0.0,0.0,0.0,23.0743,23.0743
다사612483,내국인,관내,31.6231,98.8229,26.8094,3.774,96.3317,58.2203,0.0,315.58140000000003,39.5281,94.8987,18.4347,2.6397,99.7344,68.5006,0.0,323.7362,25.509,120.1908,13.6014,3.0358,103.3359,86.1283,0.0,351.8012
다사612483,내국인,관외,42.1635,34.6288,99.1619,12.7144,47.0133,52.9196,0.0,288.60150000000004,46.0436,49.7344,90.0331,8.5969,36.5077,64.9701,0.0,295.8858,59.3457,28.897,79.2284,6.4582,67.801,53.866,0.0,295.5963
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,29.3918,29.3918,0.0,0.0,0.0,0.0,0.0,0.0,62.1781,62.1781,0.0,0.0,0.0,0.0,0.0,0.0,18.3176,18.3176
다사612484,내국인,관내,37.1422,50.2599,78.8608,96.1036,82.1496,74.5242,0.0,419.0403,53.279,54.1081,106.0684,131.9863,106.2412,93.3586,0.0,545.0416,44.922,71.6368,45.9707,125.9729,73.7612,70.3038,0.0,432.5674
다사612484,내국인,관외,80.1213,28.9037,63.5908,16.1373,81.4171,63.7024,0.0,333.87260000000003,73.2214,19.6776,61.7202,11.7787,95.4612,47.6448,0.0,309.5039,111.5678,36.7133,86.7959,23.4242,112.97,88.7662,0.0,460.2374
다사612485,내국인,관내,21.0039,24.8355,46.0306,0.346,99.1436,5.9858,0.0,197.3454,13.9555,27.2152,51.8826,0.4986,133.861,4.6154,0.0,232.02829999999997,19.504,31.3107,52.9179,0.217,142.9059,7.2256,0.0,254.0811
다사612485,내국인,관외,7.5354,30.3525,29.7683,74.5882,65.5929,39.9943,0.0,247.83159999999998,5.8509,25.8453,18.5948,105.6934,66.5252,59.0602,0.0,281.5698,10.9403,34.1247,28.8203,39.7074,42.1134,59.5274,0.0,215.2335
다사612485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,7.9979,7.9979,0.0,0.0,0.0,0.0,0.0,0.0,38.2737,38.2737,0.0,0.0,0.0,0.0,0.0,0.0,61.6237,61.6237
다사612485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,55.3711,55.3711,0.0,0.0,0.0,0.0,0.0,0.0,94.7584,94.7584,0.0,0.0,0.0,0.0,0.0,0.0,17.851,17.851
다사612486,내국인,관내,32.8319,75.0795,57.9804,78.6845,69.0821,24.5565,0.0,338.21490000000006,31.2921,110.649,65.1199,74.1493,72.9842,21.7523,0.0,375.9468,36.2114,38.72,55.0591,49.3602,38.2895,27.7792,0.0,245.4194
다사612486,내국인,관외,16.3194,93.0009,88.5097,26.8523,24.0822,19.2367,0.0,268.0012,17.7619,75.0007,96.1117,16.7671,16.8583,26.0679,0.0,248.56760000000003,18.5662,120.6096,93.0903,36.3119,21.4448,23.5374,0.0,313.56019999999995
다사612486,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,23.1167,23.1167,0.0,0.0,0.0,0.0,0.0,0.0,33.6288,33.6288,0.0,0.0,0.0,0.0,0.0,0.0,97.2644,97.2644
다사612486,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,51.7194,51.7194,0.0,0.0,0.0,0.0,0.0,0.0,79.4197,79.4197,0.0,0.0,0.0,0.0,0.0,0.0,118.1417,118.1417
다사613483,내국인,관내,3.0125,96.4088,84.4356,34.558,36.5848,5.1141,0.0,260.11379999999997,3.6876,95.8656,99.7952,20.9302,32.4052,4.851,0.0,257.5348,3.4925,116.992,45.0622,30.7256,22.885,6.419,0.0,225.57630000000003
다사613483,내국인,관외,28.1566,74.8214,0.6245,76.1039,85.8648,23.0417,0.0,288.61289999999997,34.2899,45.3244,0.4305,79.1431,62.6642,23.6961,0.0,245.5482,31.2987,48.2124,0.8234,102.9094,94.5264,27.9082,0.0,305.67850000000004
다사613483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,98.1029,98.1029,0.0,0.0,0.0,0.0,0.0,0.0,29.154,29.154,0.0,0.0,0.0,0.0,0.0,0.0,77.2984,77.2984
다사613484,내국인,관내,21.9451,70.085,38.011,26.3599,94.8516,62.3883,0.0,313.64090000000004,26.668,53.098,56.6431,30.191,108.009,51.0979,0.0,325.707,30.713,48.987,53.2751,32.2646,98.2456,67.1547,0.0,330.64
다사613484,내국인,관외,35.1459,44.6714,73.1815,88.2466,92.3824,52.0754,0.0,385.7032,18.3037,30.4592,107.8169,118.5071,129.3793,41.8793,0.0,446.3455,21.6843,43.2677,83.2447,109.6581,47.6986,30.5929,0.0,336.1463
다사613484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,48.59,48.59,0.0,0.0,0.0,0.0,0.0,0.0,52.069,52.069,0.0,0.0,0.0,0.0,0.0,0.0,60.3821,60.3821
다사613484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,18.1956,18.1956,0.0,0.0,0.0,0.0,0.0,0.0,10.1676,10.1676,0.0,0.0,0.0,0.0,0.0,0.0,27.3506,27.3506
