GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,4.6688,20.5465,6.9938,39.9559,37.6573,63.4983,0.0,173.3206,6.0207,11.1561,7.2931,40.415,28.8022,67.2323,0.0,160.9194,4.4323,24.7323,4.9602,38.9531,42.2853,32.4671,0.0,147.83030000000002
다사611484,내국인,관외,48.5307,35.4506,21.7561,78.8246,22.7616,90.8966,0.0,298.2202,63.9179,42.3969,29.5145,58.0961,24.0747,109.2657,0.0,327.2658,60.058,52.0469,26.1993,101.258,29.5477,96.0118,0.0,365.12170000000003
다사611484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,99.9715,99.9715,0.0,0.0,0.0,0.0,0.0,0.0,95.9448,95.9448,0.0,0.0,0.0,0.0,0.0,0.0,21.8241,21.8241
다사611484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,89.7644,89.7644,0.0,0.0,0.0,0.0,0.0,0.0,69.7031,69.7031,0.0,0.0,0.0,0.0,0.0,0.0,53.4403,53.4403
다사611485,내국인,관내,60.9193,22.9037,94.6917,17.6344,8.5223,55.7292,0.0,260.4006,59.1846,20.0249,74.6511,16.3109,7.8223,40.789,0.0,218.7828,85.2656,27.0808,53.066,21.1372,11.2301,75.8544,0.0,273.6341
다사611485,내국인,관외,52.9086,11.484,71.9444,44.8373,92.8117,14.2113,0.0,288.1973,72.8672,16.9786,60.6176,40.0266,53.969,12.2137,0.0,256.6727,71.4668,11.1292,56.6209,65.1008,87.9374,7.8154,0.0,300.0705
다사612483,내국인,관내,74.1659,68.6939,21.4418,37.5267,99.6145,1.3229,0.0,302.76570000000004,71.6004,72.2203,26.391,22.7737,116.8876,1.9478,0.0,311.82079999999996,65.8125,79.0519,15.0927,27.6172,79.6061,1.7399,0.0,268.92029999999994
다사612483,내국인,관외,7.0525,63.6041,93.1428,88.0911,27.6419,71.7044,0.0,351.2368,7.9739,74.1413,122.6664,88.1811,22.7249,37.0749,0.0,352.7625,6.1663,70.1921,110.6073,56.9253,39.3369,96.3152,0.0,379.5431
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,27.0577,27.0577,0.0,0.0,0.0,0.0,0.0,0.0,30.8701,30.8701,0.0,0.0,0.0,0.0,0.0,0.0,42.3935,42.3935
다사612483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,60.6351,60.6351,0.0,0.0,0.0,0.0,0.0,0.0,162.6886,162.6886,0.0,0.0,0.0,0.0,0.0,0.0,190.4357,190.4357
다사612484,내국인,관내,32.2322,99.6841,68.7138,17.5618,33.101,66.8138,0.0,318.10670000000005,21.3684,122.2558,71.4897,11.6284,28.2125,96.3437,0.0,351.2985,29.4802,104.9354,61.9582,20.5912,34.2922,51.5848,0.0,302.84200000000004
다사612484,내국인,관외,88.9861,75.1308,45.5318,23.7053,94.6031,18.5628,0.0,346.51989999999995,56.288,55.2699,29.7908,32.4563,56.2202,13.3374,0.0,243.3626,115.9793,53.842,63.0345,20.6363,98.6171,22.5372,0.0,374.64639999999997
다사612484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,97.9793,97.9793,0.0,0.0,0.0,0.0,0.0,0.0,58.4393,58.4393,0.0,0.0,0.0,0.0,0.0,0.0,82.293,82.293
다사612484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,52.2113,52.2113,0.0,0.0,0.0,0.0,0.0,0.0,156.8596,156.8596,0.0,0.0,0.0,0.0,0.0,0.0,6.0892,6.0892
다사612485,내국인,관내,76.5974,83.1227,12.5468,50.8337,55.1009,7.2616,0.0,285.4631,54.101,77.0207,12.8187,33.5947,65.4765,8.8703,0.0,251.88189999999997,58.6441,77.9935,10.6433,63.3891,39.0898,8.9176,0.0,258.67740000000003
다사612485,내국인,관외,32.6301,53.9123,26.1103,73.9426,63.6588,59.1742,0.0,309.4283,34.4746,66.9644,32.1921,41.5154,59.7157,32.2729,0.0,267.1351,16.3411,44.7506,38.4854,78.0057,33.8122,65.4336,0.0,276.8286
다사612485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,40.5456,40.5456,0.0,0.0,0.0,0.0,0.0,0.0,22.2012,22.2012,0.0,0.0,0.0,0.0,0.0,0.0,33.9444,33.9444
다사612486,내국인,관내,86.6875,71.3776,27.1707,15.9612,58.0628,9.412,0.0,268.67179999999996,83.2311,75.4688,40.5078,22.5107,85.8461,6.6172,0.0,314.1817000000001,47.757,87.4689,19.929,17.807,84.8266,6.5421,0.0,264.3306
다사612486,내국인,관외,99.8648,46.5302,7.8167,44.6856,40.7741,69.1442,0.0,308.8156,121.6468,24.1544,7.7855,41.3542,21.5716,101.9384,0.0,318.4509,122.2353,39.7783,4.4071,34.9069,26.2632,72.3997,0.0,299.9905
다사612486,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,94.5453,94.5453,0.0,0.0,0.0,0.0,0.0,0.0,65.0613,65.0613,0.0,0.0,0.0,0.0,0.0,0.0,18.015,18.015
다사613483,내국인,관내,10.5659,8.9862,89.3883,11.9611,19.8769,30.2283,0.0,171.0067,15.6654,11.833,55.9053,10.6102,20.1214,41.205,0.0,155.3403,14.1092,8.9274,89.8805,16.6154,16.9606,37.9609,0.0,184.454
다사613483,내국인,관외,47.4667,50.9777,88.994,34.9857,63.3022,24.9875,0.0,310.71380000000005,50.2926,72.6238,90.9697,21.2887,52.0378,20.7887,0.0,308.0013,51.2958,37.9692,66.9358,21.5983,69.1976,36.5978,0.0,283.5945
다사613483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,74.1258,74.1258,0.0,0.0,0.0,0.0,0.0,0.0,46.067,46.067,0.0,0.0,0.0,0.0,0.0,0.0,15.1079,15.1079
다사613483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,14.0765,14.0765,0.0,0.0,0.0,0.0,0.0,0.0,8.7046,8.7046,0.0,0.0,0.0,0.0,0.0,0.0,19.8788,19.8788
다사613484,내국인,관내,27.0675,38.4105,79.8622,85.5564,26.4231,13.1424,0.0,270.46209999999996,20.5773,32.7108,94.8155,96.4372,24.5205,13.991,0.0,283.05229999999995,34.5566,41.898,46.1356,68.5319,26.0707,12.3357,0.0,229.52849999999998
다사613484,내국인,관외,74.6685,88.1913,23.7578,93.5009,68.1694,68.0581,0.0,416.346,77.1213,44.5437,18.3775,110.6576,77.5231,100.2368,0.0,428.46000000000004,44.4778,117.8794,33.3542,111.487,55.1545,48.4063,0.0,410.75919999999996
다사613484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,10.1774,10.1774,0.0,0.0,0.0,0.0,0.0,0.0,46.1723,46.1723,0.0,0.0,0.0,0.0,0.0,0.0,8.2261,8.2261
다사613484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,18.7985,18.7985,0.0,0.0,0.0,0.0,0.0,0.0,41.8982,41.8982,0.0,0.0,0.0,0.0,0.0,0.0,6.4068,6.4068
다사613486,내국인,관내,1.7282,32.2816,81.5659,50.2474,66.1557,5.8555,0.0,237.8343,2.005,48.365,74.1792,27.0888,62.0731,4.6473,0.0,218.3584,2.0444,46.646,106.2895,65.2322,50.6515,4.7206,0.0,275.5842
다사613486,내국인,관외,95.3199,55.9483,96.6744,59.5905,50.1223,96.61,0.0,454.26540000000006,88.622,73.7847,94.6447,65.4342,72.238,52.312,0.0,447.0356,95.4365,63.0983,96.4392,66.4646,45.7435,55.0675,0.0,422.2496
다사613486,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,66.9551,66.9551,0.0,0.0,0.0,0.0,0.0,0.0,91.5102,91.5102,0.0,0.0,0.0,0.0,0.0,0.0,52.8604,52.8604
다사613487,내국인,관내,0.664,28.493,26.6207,22.2965,41.2574,4.4593,0.0,123.79089999999998,0.5626,31.0836,34.5716,20.5691,48.9773,2.7661,0.0,138.5303,0.3497,15.3977,24.0129,32.122,46.1886,5.2031,0.0,123.274
다사613487,내국인,관외,3.7428,74.05,35.3049,20.2145,81.3698,82.7509,0.0,297.4329,4.4578,87.0103,26.0099,21.038,118.1798,112.2576,0.0,368.9534,2.8661,59.3948,48.8632,24.6617,79.0239,64.387,0.0,279.19669999999996
다사613488,내국인,관내,46.7303,0.3742,67.818,93.753,48.8627,56.2087,0.0,313.74690000000004,63.7061,0.3935,58.7928,128.9473,68.5055,76.6007,0.0,396.9459,62.9313,0.4571,72.929,122.5101,43.1078,42.651,0.0,344.5863
다사613488,내국인,관외,58.3402,45.2781,50.557,11.572,70.7785,34.1412,0.0,270.66700000000003,53.3679,22.6837,57.272,10.4868,59.8414,22.1588,0.0,225.81059999999997,54.9611,24.5292,35.466,9.5864,76.806,29.2264,0.0,230.57510000000002
다사613489,내국인,관내,97.0436,40.6083,92.8805,87.3417,82.4488,70.1492,0.0,470.4721,121.7328,36.1648,64.2726,78.223,45.7572,95.1969,0.0,441.3473,139.3373,36.3105,120.9415,79.8029,61.4771,39.7673,0.0,477.6366
다사613489,내국인,관외,73.0027,83.8522,50.9522,79.9732,60.3106,60.1903,0.0,408.2812,95.8291,104.9132,26.6706,104.15,73.7552,76.14,0.0,481.4581,61.0876,56.407,32.3448,112.5353,79.5548,80.4232,0.0,422.35269999999997
다사613489,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,3.9449,3.9449,0.0,0.0,0.0,0.0,0.0,0.0,28.1437,28.1437,0.0,0.0,0.0,0.0,0.0,0.0,44.6704,44.6704
다사614480,내국인,관내,34.823,66.7222,7.7843,39.8473,54.7183,31.6497,0.0,235.54479999999998,24.5481,98.3658,9.6967,46.3738,40.3154,29.5545,0.0,248.8543,46.1229,34.7585,6.4439,23.3251,75.8175,30.2826,0.0,216.7505
다사614480,내국인,관외,71.5593,76.4429,76.639,54.867,22.7773,66.6865,0.0,368.972,35.9761,41.8257,107.3648,42.4189,14.7716,76.9568,0.0,319.31390000000005,50.1277,60.3611,46.0712,39.2454,12.9117,78.0328,0.0,286.74989999999997
다사614480,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,126.7181,126.7181,0.0,0.0,0.0,0.0,0.0,0.0,95.7171,95.7171,0.0,0.0,0.0,0.0,0.0,0.0,109.4806,109.4806
다사614482,내국인,관내,98.968,39.6611,19.5757,31.133,46.4542,72.2958,0.0,308.0878,135.4668,19.8576,12.9543,27.6712,58.1173,94.5905,0.0,348.6577,124.9691,50.5039,12.093,39.9539,59.4278,74.0075,0.0,360.9552
다사614482,내국인,관외,1.7861,48.0076,57.8344,35.2337,58.8443,81.7317,0.0,283.4378,1.8641,66.0358,70.2625,29.9568,32.2829,116.363,0.0,316.76509999999996,0.9215,29.9283,38.6275,26.426,83.1729,71.0368,0.0,250.113
다사614482,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,160.4825,160.4825,0.0,0.0,0.0,0.0,0.0,0.0,54.8282,54.8282,0.0,0.0,0.0,0.0,0.0,0.0,136.4273,136.4273
다사614482,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,34.8338,34.8338,0.0,0.0,0.0,0.0,0.0,0.0,9.9794,9.9794,0.0,0.0,0.0,0.0,0.0,0.0,14.03,14.03
다사614483,내국인,관내,21.3943,7.6239,16.6902,75.3652,72.1823,50.3717,0.0,243.6276,29.6874,4.0417,13.5965,68.2108,88.7295,50.5377,0.0,254.80360000000002,29.5877,4.0198,19.4287,48.6069,53.8744,70.7393,0.0,226.2568
다사614483,내국인,관외,64.7788,87.9931,70.1274,71.204,65.7421,22.8449,0.0,382.6903,37.8592,88.5567,101.0823,70.9585,51.6616,24.7887,0.0,374.90700000000004,73.1605,123.4724,55.1406,105.4304,64.1367,22.1156,0.0,443.4562000000001
다사614483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,97.565,97.565,0.0,0.0,0.0,0.0,0.0,0.0,118.3664,118.3664,0.0,0.0,0.0,0.0,0.0,0.0,63.562,63.562
다사614484,내국인,관내,7.448,17.9351,43.8257,67.0617,84.9596,98.8213,0.0,320.0514,8.6472,25.9316,56.9804,78.1169,64.1693,93.0532,0.0,326.89860000000004,5.7044,24.8972,54.4063,84.3795,99.9779,137.9679,0.0,407.33320000000003
