GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,49.6212,50.874,82.3973,59.3235,68.9943,85.3033,0.0,396.5136,32.8116,32.2152,77.043,64.4778,46.6713,114.3526,0.0,367.5715,36.7142,29.336,105.7955,67.0166,103.0357,69.4886,0.0,411.38660000000004
다사611484,내국인,관외,75.9808,56.14,7.2815,61.9528,92.9984,12.2393,0.0,306.5928,85.1513,29.8535,5.5688,68.0801,108.0596,8.0848,0.0,304.7981,39.5979,74.4966,4.1287,55.5601,92.4774,10.4732,0.0,276.7339
다사611485,내국인,관내,67.1902,92.9272,78.8519,84.6809,22.0233,12.722,0.0,358.39549999999997,41.2854,87.06,103.2336,44.1985,31.4336,6.9338,0.0,314.14490000000006,56.0291,137.6503,111.7393,101.7247,24.2599,17.0262,0.0,448.4295
다사611485,내국인,관외,40.8426,86.5719,10.0481,85.3297,17.1942,14.1329,0.0,254.1194,24.1401,58.1843,12.8698,65.6033,17.8725,10.1237,0.0,188.7937,42.1598,125.1908,6.0143,118.6313,12.3159,14.3779,0.0,318.69
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,13.0782,13.0782,0.0,0.0,0.0,0.0,0.0,0.0,97.2368,97.2368,0.0,0.0,0.0,0.0,0.0,0.0,19.4464,19.4464
다사612483,내국인,관내,56.389,26.9841,51.672,34.7011,97.0879,48.7772,0.0,315.61129999999997,77.1845,18.0732,56.5976,22.1635,66.7136,31.4036,0.0,272.13599999999997,42.8348,37.0336,61.7436,40.6728,84.7899,56.5192,0.0,323.5939
다사612483,내국인,관외,20.4817,55.755,42.6696,74.1936,59.9567,99.0291,0.0,352.0857,29.4535,31.5858,47.7703,73.9226,46.9821,86.2087,0.0,315.923,27.303,70.2656,34.3826,69.2535,72.2722,80.8096,0.0,354.2865
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,193.1236,193.1236,0.0,0.0,0.0,0.0,0.0,0.0,51.5602,51.5602,0.0,0.0,0.0,0.0,0.0,0.0,1.8357,1.8357
다사612483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,11.9288,11.9288,0.0,0.0,0.0,0.0,0.0,0.0,20.636,20.636,0.0,0.0,0.0,0.0,0.0,0.0,5.7982,5.7982
다사612484,내국인,관내,37.243,40.3085,12.837,16.1268,99.0524,92.1351,0.0,297.7028,30.9608,22.6288,16.4778,14.9575,68.5028,83.4545,0.0,236.98219999999998,46.245,36.3515,18.7676,9.7674,134.3938,86.8562,0.0,332.38149999999996
다사612484,내국인,관외,67.8745,57.0516,45.299,79.3417,14.7113,51.925,0.0,316.2031,57.8839,50.9139,34.5569,49.9092,14.7947,41.3481,0.0,249.4067,41.6746,49.9199,66.0083,47.1097,10.6227,77.6911,0.0,293.0263
다사612484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,40.2238,40.2238,0.0,0.0,0.0,0.0,0.0,0.0,151.5523,151.5523,0.0,0.0,0.0,0.0,0.0,0.0,95.5736,95.5736
다사612485,내국인,관내,22.9469,76.1439,73.4613,8.9772,57.8805,74.8726,0.0,314.28240000000005,31.2558,70.5759,79.5479,5.8993,73.2254,101.4812,0.0,361.9855,30.4041,76.5019,81.7504,11.5354,46.939,41.6802,0.0,288.81100000000004
다사612485,내국인,관외,66.8682,91.7007,90.3067,19.1931,35.5173,65.9355,0.0,369.52149999999995,94.3823,100.4605,60.5582,12.3653,44.5369,78.8424,0.0,391.1456,40.1446,84.7382,53.2919,27.7888,38.2654,65.0151,0.0,309.244
다사612485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,105.3819,105.3819,0.0,0.0,0.0,0.0,0.0,0.0,98.3187,98.3187,0.0,0.0,0.0,0.0,0.0,0.0,88.0162,88.0162
다사612485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,33.4847,33.4847,0.0,0.0,0.0,0.0,0.0,0.0,61.2716,61.2716,0.0,0.0,0.0,0.0,0.0,0.0,15.5672,15.5672
다사612486,내국인,관내,51.764,68.1517,34.8497,17.462,3.6831,44.038,0.0,219.94849999999997,61.3698,60.9845,28.5983,10.2279,3.183,31.4167,0.0,195.78019999999998,31.5964,71.4984,42.7389,14.3268,5.1299,38.0987,0.0,203.3891
다사612486,내국인,관외,61.2691,18.791,37.0502,28.3648,70.5094,59.5763,0.0,275.5608,86.1862,13.4562,54.3301,33.5478,52.0569,47.3506,0.0,286.9278,78.9087,15.3547,46.5219,28.9227,66.5975,73.2929,0.0,309.59839999999997
