GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,10.0841,72.6431,63.0466,99.2534,33.336,70.0965,0.0,348.4597,11.5035,48.3983,54.091,77.0286,40.9944,78.0215,0.0,310.0373,6.9223,58.0842,84.8566,144.2534,48.9629,69.4333,0.0,412.5127
다사611484,내국인,관외,6.4937,5.5067,86.9412,55.0168,22.6909,21.7676,0.0,198.4169,9.3006,7.0394,110.4761,59.9885,25.6769,17.1088,0.0,229.59029999999998,9.1681,4.6146,82.1703,35.6301,20.6612,16.3033,0.0,168.54760000000002
다사611484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,73.3655,73.3655,0.0,0.0,0.0,0.0,0.0,0.0,64.1106,64.1106,0.0,0.0,0.0,0.0,0.0,0.0,3.9046,3.9046
다사611484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,63.2205,63.2205,0.0,0.0,0.0,0.0,0.0,0.0,47.0776,47.0776,0.0,0.0,0.0,0.0,0.0,0.0,150.9511,150.9511
다사611485,내국인,관내,53.0296,52.726,45.62,34.2715,41.8259,86.0888,0.0,313.5618,71.7274,40.4728,64.6607,45.9139,33.479,103.7668,0.0,360.0206,32.7742,77.5589,26.4272,29.2066,57.7538,48.6165,0.0,272.33720000000005
다사611485,내국인,관외,46.3215,1.6199,10.5436,41.4954,91.9664,87.284,0.0,279.2308,54.2556,2.0755,8.0767,33.7991,127.2913,99.5108,0.0,325.009,63.6232,1.8741,13.0077,31.8277,61.7861,89.853,0.0,261.9718
다사611485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,111.1483,111.1483,0.0,0.0,0.0,0.0,0.0,0.0,111.6899,111.6899,0.0,0.0,0.0,0.0,0.0,0.0,101.1269,101.1269
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,61.6912,61.6912,0.0,0.0,0.0,0.0,0.0,0.0,20.8056,20.8056,0.0,0.0,0.0,0.0,0.0,0.0,6.4149,6.4149
다사612483,내국인,관내,52.2005,80.969,89.7856,87.5975,63.6058,8.6304,0.0,382.7888,77.9281,111.0509,51.3203,81.6734,47.4577,10.4235,0.0,379.85389999999995,33.356,75.4355,97.8399,44.4659,55.1956,7.0338,0.0,313.3267
다사612483,내국인,관외,50.4446,35.2928,95.9819,89.8108,68.6721,36.1221,0.0,376.3243,43.1625,39.8686,95.7335,104.7396,69.3116,22.9533,0.0,375.76910000000004,45.8348,43.6445,126.4013,81.6575,35.9484,24.8647,0.0,358.35119999999995
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,63.7828,63.7828,0.0,0.0,0.0,0.0,0.0,0.0,101.9608,101.9608,0.0,0.0,0.0,0.0,0.0,0.0,119.6779,119.6779
