GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,7.7777,61.423,6.3094,73.899,66.453,89.2998,0.0,305.1619,4.199,53.8676,8.4625,50.4057,75.8605,81.1289,0.0,273.9242,10.9333,55.715,9.0805,37.8653,74.3219,99.8304,0.0,287.7464
다사611484,내국인,관외,5.8566,2.1793,30.963,78.6483,44.6872,90.6815,0.0,253.0159,6.0387,1.4749,31.8806,103.9959,35.2625,78.9,0.0,257.5526,7.144,1.8067,44.5255,98.1273,54.6183,127.8836,0.0,334.10540000000003
다사611484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,109.4858,109.4858,0.0,0.0,0.0,0.0,0.0,0.0,70.7966,70.7966,0.0,0.0,0.0,0.0,0.0,0.0,31.62,31.62
다사611485,내국인,관내,37.7966,58.6287,55.6623,10.5793,76.8685,2.2593,0.0,241.79469999999998,45.3808,67.1617,75.054,10.2671,107.0661,2.6744,0.0,307.6041,21.1673,83.4291,47.7164,9.8484,81.4622,1.1998,0.0,244.8232
다사611485,내국인,관외,73.7674,56.2902,95.0678,84.0777,44.0152,72.9788,0.0,426.1971,82.1619,48.632,116.1834,96.7331,51.5154,97.8797,0.0,493.1055,72.0474,83.3665,62.8267,64.0757,49.9651,73.5626,0.0,405.84400000000005
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,190.8372,190.8372,0.0,0.0,0.0,0.0,0.0,0.0,87.3394,87.3394,0.0,0.0,0.0,0.0,0.0,0.0,132.5212,132.5212
다사612483,내국인,관내,55.0623,88.4051,21.7524,92.9194,35.2956,43.0219,0.0,336.45669999999996,68.1097,66.5471,25.9606,112.2331,30.0296,39.9138,0.0,342.7939,46.1105,73.3593,19.5411,59.5186,31.1023,53.7574,0.0,283.3892
다사612483,내국인,관외,30.0087,38.7275,12.5724,25.8561,10.7088,11.2578,0.0,129.13129999999998,34.3755,38.751,12.7112,32.717,5.4657,12.4256,0.0,136.446,41.4349,20.9221,9.6256,13.1176,10.0126,16.8477,0.0,111.96050000000001
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,69.7999,69.7999,0.0,0.0,0.0,0.0,0.0,0.0,154.7255,154.7255,0.0,0.0,0.0,0.0,0.0,0.0,84.5108,84.5108
다사612483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,113.8061,113.8061,0.0,0.0,0.0,0.0,0.0,0.0,71.1207,71.1207,0.0,0.0,0.0,0.0,0.0,0.0,42.1342,42.1342
다사612484,내국인,관내,24.6173,58.0586,63.5657,59.9984,94.0781,83.713,0.0,384.03110000000004,26.3063,60.7122,73.5169,52.049,83.7384,79.1361,0.0,375.4589,12.9709,44.7349,44.8825,40.6738,77.5462,101.1072,0.0,321.9155
다사612484,내국인,관외,90.7412,12.9308,35.1463,8.1473,71.8166,42.4078,0.0,261.19,124.272,15.6156,39.8464,9.0852,101.1765,35.8612,0.0,325.85690000000005,127.1776,18.4055,25.3278,4.9129,42.4384,40.4581,0.0,258.7203
다사612485,내국인,관내,23.1401,78.5687,14.0158,55.6028,44.5117,58.1404,0.0,273.97950000000003,26.0962,54.6722,14.0989,36.4124,36.9879,63.3115,0.0,231.57909999999998,11.9264,87.4863,13.5002,29.4263,34.8211,85.4135,0.0,262.5738
다사612485,내국인,관외,45.28,14.2308,34.4509,53.109,71.4795,50.358,0.0,268.9082,56.5357,15.3166,41.4019,59.5038,87.653,64.8072,0.0,325.2182,44.1334,19.8783,21.2365,47.1159,62.9058,68.7238,0.0,263.9937
다사612485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,126.7086,126.7086,0.0,0.0,0.0,0.0,0.0,0.0,61.6992,61.6992,0.0,0.0,0.0,0.0,0.0,0.0,152.8075,152.8075
다사612486,내국인,관내,64.4945,23.8631,75.5213,64.8669,44.6568,70.2751,0.0,343.67769999999996,83.2613,16.8025,42.6974,86.6873,62.3051,43.5554,0.0,335.309,88.1106,15.0788,107.538,78.396,46.4616,75.3073,0.0,410.8923
다사612486,내국인,관외,45.2632,4.7168,18.7882,24.5963,27.4772,57.2442,0.0,178.08589999999998,44.9867,2.368,26.8983,29.4867,35.2925,72.0261,0.0,211.05829999999997,33.5519,6.7523,20.3143,26.294,40.3772,76.3672,0.0,203.6569
다사612486,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,89.2716,89.2716,0.0,0.0,0.0,0.0,0.0,0.0,52.3681,52.3681,0.0,0.0,0.0,0.0,0.0,0.0,88.4346,88.4346
다사613483,내국인,관내,26.1527,42.538,81.1443,83.9613,58.7125,97.0135,0.0,389.5223,16.313,30.2224,78.4584,112.9107,82.3372,67.7132,0.0,387.95489999999995,32.8509,24.3026,120.8266,118.5134,41.7428,75.6199,0.0,413.85619999999994
다사613483,내국인,관외,26.5475,18.0878,90.7813,90.0467,25.2682,1.4943,0.0,252.22580000000002,28.687,20.6192,50.4032,105.5982,12.8044,2.1494,0.0,220.26139999999998,27.0388,9.8059,75.7219,51.8857,36.5435,1.3942,0.0,202.39
다사613483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,30.8513,30.8513,0.0,0.0,0.0,0.0,0.0,0.0,28.7174,28.7174,0.0,0.0,0.0,0.0,0.0,0.0,51.3157,51.3157
다사613483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,96.8206,96.8206,0.0,0.0,0.0,0.0,0.0,0.0,97.6642,97.6642,0.0,0.0,0.0,0.0,0.0,0.0,68.0365,68.0365
다사613484,내국인,관내,80.9362,99.401,34.7699,14.9896,94.662,7.9625,0.0,332.72119999999995,111.3981,145.6539,33.5636,20.4355,49.5926,6.0519,0.0,366.6956,50.1825,78.8902,25.0257,17.2891,79.3791,6.0691,0.0,256.8357
다사613484,내국인,관외,7.4523,2.1953,8.7081,26.1335,97.0196,0.5631,0.0,142.0719,6.0416,2.9824,8.8515,28.9962,72.0297,0.6261,0.0,119.5275,8.0282,1.9609,11.586,36.8993,49.8081,0.4582,0.0,108.7407
다사613484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,29.6481,29.6481,0.0,0.0,0.0,0.0,0.0,0.0,55.2141,55.2141,0.0,0.0,0.0,0.0,0.0,0.0,8.2055,8.2055
다사613484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,114.8945,114.8945,0.0,0.0,0.0,0.0,0.0,0.0,18.1959,18.1959,0.0,0.0,0.0,0.0,0.0,0.0,119.1776,119.1776
