GID,CUSTOMER_CLASS,CUSTOMER_ADDR,A10,A20,A30,A40,A50,A60,X,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_X,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_X,HD_TOTAL
다사611484,내국인,관내,94.5146,55.4125,75.9052,12.4788,21.0921,76.6782,0.0,336.0814,134.7093,78.4714,69.9492,6.3704,12.2588,109.6372,0.0,411.39630000000005,98.9773,42.5332,97.5415,17.8424,19.3583,79.478,0.0,355.7307
다사611484,내국인,관외,54.5706,33.1712,44.1729,55.3306,35.5497,42.6138,0.0,265.4088,71.8601,33.9485,52.5032,36.6338,22.0864,51.9211,0.0,268.9531,29.487,30.9958,27.6398,77.3144,42.9267,41.0567,0.0,249.4204
다사611484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,167.3569,167.3569,0.0,0.0,0.0,0.0,0.0,0.0,142.5681,142.5681,0.0,0.0,0.0,0.0,0.0,0.0,81.4709,81.4709
다사611485,내국인,관내,37.022,11.428,20.7748,23.4265,93.6126,28.0404,0.0,214.3043,48.7002,8.4028,11.1915,19.9443,136.8646,16.1848,0.0,241.2882,26.4513,13.9665,28.8852,17.6557,121.7933,34.8728,0.0,243.6248
다사611485,내국인,관외,31.3626,6.8853,44.1685,35.4685,10.7206,45.3976,0.0,174.00310000000002,43.3629,3.7103,46.9957,44.7398,6.3006,42.1237,0.0,187.233,21.7412,3.6612,52.7051,44.299,6.3081,66.5206,0.0,195.2352
다사611485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2124,7.2124,0.0,0.0,0.0,0.0,0.0,0.0,107.2738,107.2738
다사611485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,108.5694,108.5694,0.0,0.0,0.0,0.0,0.0,0.0,112.6458,112.6458,0.0,0.0,0.0,0.0,0.0,0.0,80.4584,80.4584
다사612483,내국인,관내,86.1883,66.5204,76.4851,7.0698,61.3444,18.4404,0.0,316.0484,79.4477,85.1346,46.0895,9.9155,48.3465,15.2086,0.0,284.1424,82.0583,59.3767,58.5494,7.9853,86.1339,18.5005,0.0,312.60409999999996
다사612483,내국인,관외,20.3828,82.2711,75.1215,83.5411,1.9198,43.0058,0.0,306.24210000000005,19.0158,65.5579,71.8069,95.7098,1.2405,58.9632,0.0,312.2941,25.0187,104.3003,99.1025,109.4966,1.0324,39.4928,0.0,378.44329999999997
다사612483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,35.4915,35.4915,0.0,0.0,0.0,0.0,0.0,0.0,59.7738,59.7738,0.0,0.0,0.0,0.0,0.0,0.0,59.4129,59.4129
다사612484,내국인,관내,15.3346,42.0365,32.5539,67.1558,55.9027,51.2367,0.0,264.22020000000003,21.9058,34.6887,41.0329,92.0919,70.2662,44.8425,0.0,304.828,11.3237,46.7578,35.6146,62.4453,55.4191,47.5585,0.0,259.11899999999997
다사612484,내국인,관외,42.168,15.8414,71.3455,26.0103,11.8379,30.5702,0.0,197.77329999999998,61.6257,22.7815,94.5713,34.9883,11.1769,26.7366,0.0,251.8803,54.9415,21.6322,86.1671,35.9941,11.9663,29.642,0.0,240.3432
다사612484,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,43.1572,43.1572,0.0,0.0,0.0,0.0,0.0,0.0,128.7449,128.7449,0.0,0.0,0.0,0.0,0.0,0.0,143.1123,143.1123
다사612485,내국인,관내,48.8148,51.5692,65.144,43.1844,98.0643,33.8102,0.0,340.5869,26.552,67.8168,66.0702,43.7464,70.9625,45.619,0.0,320.76689999999996,38.6698,71.4336,40.1291,38.978,78.1787,45.3011,0.0,312.69030000000004
다사612485,내국인,관외,23.3249,10.2094,64.2414,8.9781,91.3337,38.3108,0.0,236.39829999999998,13.5995,7.8731,40.1521,10.9805,77.5424,34.9204,0.0,185.068,27.8835,14.3375,40.4443,12.5767,47.1409,46.2424,0.0,188.6253
다사612485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,60.7512,60.7512,0.0,0.0,0.0,0.0,0.0,0.0,45.7709,45.7709,0.0,0.0,0.0,0.0,0.0,0.0,52.0279,52.0279
다사612486,내국인,관내,67.4894,98.3693,5.7142,1.9774,93.1884,45.6498,0.0,312.3885,48.1817,116.4477,8.5343,1.8143,118.6951,53.803,0.0,347.4761,100.1456,60.7504,4.2803,2.206,83.6577,37.9071,0.0,288.94710000000003
다사612486,내국인,관외,95.7151,93.328,0.6128,70.0846,5.5392,82.9365,0.0,348.21619999999996,88.5804,92.9787,0.606,71.8252,6.516,61.4304,0.0,321.93670000000003,94.3921,78.1831,0.3386,73.6362,5.466,59.6687,0.0,311.6847
다사613483,내국인,관내,39.4596,1.278,61.2019,61.4429,59.9872,68.9027,0.0,292.27230000000003,31.4329,1.3687,58.481,38.8314,36.0363,61.0143,0.0,227.1646,20.7467,1.5339,56.4107,34.4471,60.2878,52.1228,0.0,225.54899999999998
다사613483,내국인,관외,51.7318,4.087,29.1289,58.9325,15.7154,74.0074,0.0,233.603,69.5718,2.8498,32.7811,67.0378,12.1002,71.0708,0.0,255.4115,34.6918,5.2521,42.2818,73.4848,10.6026,45.3444,0.0,211.6575
다사613483,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,15.5716,15.5716,0.0,0.0,0.0,0.0,0.0,0.0,165.3837,165.3837,0.0,0.0,0.0,0.0,0.0,0.0,160.5408,160.5408
다사613483,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,42.494,42.494,0.0,0.0,0.0,0.0,0.0,0.0,22.773,22.773,0.0,0.0,0.0,0.0,0.0,0.0,40.3458,40.3458
다사613484,내국인,관내,71.5682,89.0854,95.8417,68.8064,11.5871,55.1329,0.0,392.02170000000007,52.706,73.3882,132.0657,93.3998,12.7143,82.1417,0.0,446.4157,88.9477,113.4352,110.0547,62.1199,8.8676,46.0423,0.0,429.4674
다사613484,내국인,관외,87.642,83.518,91.0663,46.6577,88.3918,45.6138,0.0,442.8896,48.1905,70.7346,72.358,27.4148,81.724,41.3486,0.0,341.77049999999997,105.7555,98.1863,106.8824,34.0295,82.5426,68.0148,0.0,495.4111
다사613484,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,7.2772,7.2772,0.0,0.0,0.0,0.0,0.0,0.0,59.6476,59.6476,0.0,0.0,0.0,0.0,0.0,0.0,130.7081,130.7081
다사613485,내국인,관내,48.2788,37.5288,35.1969,73.6954,90.2313,62.7133,0.0,347.6445,70.2908,33.6323,40.7358,53.8517,103.4006,71.4803,0.0,373.3915,60.1077,36.3611,33.9066,76.1568,70.3829,40.0516,0.0,316.96670000000006
다사613485,내국인,관외,17.0121,9.2333,82.1415,26.2257,98.2291,43.8263,0.0,276.668,15.8092,6.6512,62.7104,18.1146,103.8203,33.3878,0.0,240.4935,25.0582,7.5054,83.9578,26.5698,67.8313,42.8667,0.0,253.78920000000002
다사613485,법인,X,0.0,0.0,0.0,0.0,0.0,0.0,116.991,116.991,0.0,0.0,0.0,0.0,0.0,0.0,134.6944,134.6944,0.0,0.0,0.0,0.0,0.0,0.0,87.1144,87.1144
다사613485,외국인,X,0.0,0.0,0.0,0.0,0.0,0.0,156.6468,156.6468,0.0,0.0,0.0,0.0,0.0,0.0,56.9976,56.9976,0.0,0.0,0.0,0.0,0.0,0.0,131.4248,131.4248
다사613486,내국인,관내,98.5527,29.5849,43.5059,93.2075,10.2636,42.2714,0.0,317.38599999999997,105.827,16.7812,61.8879,133.5473,13.132,60.4213,0.0,391.59670000000006,121.0849,33.0476,43.1089,139.29,8.7699,57.9581,0.0,403.25939999999997
