GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,11.6434,197.6836,230.471,115.1766,382.1783,318.4712,185.38,1441.0041,13.3264,254.0259,280.5275,127.8338,402.4032,431.3571,263.622,1773.0959,13.2701,146.8445,210.0652,146.5335,423.1754,168.5516,164.8877,1273.328
다사608478,43.9704,163.8607,108.8074,71.2408,447.08,115.199,352.2465,1302.4048,46.6843,230.2318,75.5389,48.9642,568.0343,165.2956,259.4129,1394.162,50.8902,203.0422,138.0412,55.9634,566.5538,65.6946,228.1213,1308.3067
다사609479,365.3224,397.9554,121.2598,203.5451,387.3311,349.2453,161.7301,1986.3892000000003,366.0539,496.9709,77.498,151.7922,342.7038,510.6699,111.5204,2057.2091,518.2551,522.1596,62.0352,255.9208,482.6955,229.6095,81.2211,2151.8968
다사609480,69.9042,72.1875,480.9738,304.63,27.7352,442.0071,56.7234,1454.1612,94.2813,55.8075,313.2823,172.4265,23.4877,623.9492,52.6874,1335.9219,88.6418,102.5111,564.0583,299.5076,23.8674,637.593,30.7924,1746.9716
다사609481,270.4358,46.9032,342.8378,459.1112,15.3512,294.613,97.2822,1526.5344000000002,389.6182,49.0307,270.0956,281.5122,22.8725,289.9658,59.3365,1362.4315000000001,335.4118,67.0261,214.8949,400.5343,15.7863,418.8362,131.449,1583.9386
다사610481,181.6347,79.7946,42.435,133.1047,333.9121,225.5724,335.0468,1331.5003000000002,266.7278,91.0505,45.8175,162.3579,271.0274,316.0938,485.8713,1638.9462,166.3815,56.5927,32.6089,136.0933,223.9711,225.8511,478.787,1320.2856
다사610482,9.1971,99.3826,337.7695,397.7423,451.9496,117.3794,231.3219,1644.7423999999999,9.4848,91.7914,321.157,332.0262,351.1241,122.7478,277.4515,1505.7828,12.4179,61.4193,277.8824,433.9105,446.3735,174.1718,271.3422,1677.5176000000001
다사611481,305.7183,354.5545,348.1193,120.4178,123.6715,65.8883,67.3571,1385.7268,298.1165,416.4291,506.284,163.572,153.811,34.6734,44.3416,1617.2276,160.0905,252.6297,410.5688,177.4086,106.8778,47.6574,44.3265,1199.5593
다사611482,271.0596,255.5089,160.1585,213.9355,412.1585,414.0994,220.3461,1947.2665,224.8658,149.6493,198.7635,302.5297,338.9398,423.0296,280.0035,1917.7812,381.3432,208.7386,177.5675,227.2238,284.3905,324.65,202.9754,1806.889
다사611483,286.3111,483.6906,162.9182,381.776,450.4691,325.5661,323.2054,2413.9365,323.0971,576.984,207.6974,416.1292,436.9336,225.7408,169.3601,2355.9422,320.4533,389.742,188.9646,529.7398,297.5393,249.0605,415.3625,2390.862
