GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,315.2925,40.8499,486.8428,17.3515,382.5196,245.4247,120.5166,1608.7976,417.9759,43.4911,560.9791,14.818,484.5165,222.8523,126.8429,1871.4758000000002,388.874,25.0026,349.1714,9.9258,246.428,331.6075,144.4585,1495.4678
다사608478,343.6344,69.6491,115.4252,185.1842,497.4968,194.3564,169.289,1575.0351000000003,189.3812,37.459,113.826,241.5915,656.6213,119.1873,167.1702,1525.2365,207.4003,98.7506,66.6936,134.3553,353.9214,175.1395,103.9438,1140.2045
다사609479,115.2636,327.1757,321.657,418.745,101.137,241.3682,88.0995,1613.4460000000001,75.7927,376.1782,264.8423,246.6785,88.931,335.7479,100.4699,1488.6405000000002,154.7523,293.1245,479.1451,243.9298,77.9452,187.9428,119.7663,1556.6060000000002
다사609480,66.4163,69.0548,196.2326,148.2442,415.6828,380.5342,423.7176,1699.8825,65.7041,44.5902,259.4558,189.4372,597.1348,235.3485,324.2056,1715.8762,67.1496,79.9137,143.4799,183.4654,419.1512,283.358,429.3386,1605.8564000000001
다사609481,245.249,238.962,89.7082,400.8169,455.0669,326.6521,439.819,2196.2741,319.7906,207.2636,55.4995,470.6556,469.2803,189.521,642.4259,2354.4365,147.7667,333.0379,105.1147,469.0782,669.3843,329.4626,421.9343,2475.7787
다사610481,293.9087,72.6102,241.0009,128.2291,1.5389,43.9129,257.5103,1038.711,387.244,37.9015,236.2297,124.2626,1.5965,22.4338,165.7918,975.4599000000001,169.2059,43.1742,231.7593,138.2646,1.7873,65.6697,180.0719,829.9329
다사610482,137.8623,30.5518,92.4379,384.142,437.0467,149.0673,117.6549,1348.7629,168.9548,23.6555,46.3697,456.7302,430.7589,149.0954,82.2566,1357.8211,177.1873,22.6999,80.3224,504.7598,415.6533,88.7291,127.4769,1416.8287
다사611481,211.7973,91.6414,359.7482,491.6433,3.1249,187.4243,167.7129,1513.0923,112.9157,54.2085,292.6936,454.0359,1.9087,196.9922,184.8154,1297.57,150.5946,118.4505,522.3501,514.3794,1.8201,191.2395,177.0521,1675.8863000000001
다사611482,472.1319,116.1002,315.4737,348.8701,345.9539,346.3031,250.0065,2194.8394,339.6082,162.3225,405.3253,495.4476,395.2304,395.1337,289.3399,2482.4076,679.7229,115.3335,194.4394,398.4621,244.2428,352.3469,366.9162,2351.4638
다사611483,111.0098,240.1561,351.2985,348.5331,147.1399,477.1365,462.9114,2138.1853,109.8559,285.2984,506.0382,398.7811,139.2166,496.8231,342.3045,2278.3178000000003,139.9607,241.4981,370.014,385.9583,94.0782,472.0566,355.3263,2058.8922000000002
다사611484,17.3585,55.4353,307.9831,54.5609,297.3671,146.1816,272.678,1151.5645,22.0267,33.6037,348.1046,74.3924,368.1964,191.3051,283.1957,1320.8246,23.0539,71.6435,233.0933,43.8934,151.7615,188.356,394.5013,1106.3029000000001
다사611485,96.1078,18.1239,43.4949,20.698,314.4964,363.2949,432.9625,1289.1783999999998,87.125,9.3591,44.6881,16.2017,374.4959,512.5172,643.1968,1687.5837999999999,62.4135,19.7967,37.4058,12.9451,211.1938,191.7239,308.127,843.6058
다사612480,390.2585,418.8898,490.4917,230.2232,163.5966,436.4022,385.774,2515.636,334.8066,504.9802,378.7313,171.3144,205.3925,558.8535,469.1665,2623.245,260.1852,277.695,647.9279,210.4063,230.1783,497.3247,337.983,2461.7004000000006
다사612481,499.8911,478.7938,456.3809,98.1506,341.7694,462.9696,134.4507,2472.4060999999997,710.3246,335.1231,618.7015,143.1109,430.1428,594.8407,140.1132,2972.3567999999996,264.0527,338.16,352.5027,62.5528,263.678,425.2795,100.6577,1806.8834
다사612482,19.2984,39.9291,84.1085,339.8286,332.8916,102.8228,106.3815,1025.2605,18.7825,30.8025,104.1952,318.7601,250.1611,104.4612,133.1894,960.352,20.346,20.2441,47.2758,442.7896,395.2359,66.5618,54.3939,1046.8471
다사612483,473.1428,180.5481,436.1685,443.5714,204.4446,175.8239,440.9668,2354.6661000000004,252.4493,228.9724,543.8185,389.1479,153.7718,228.4792,443.1943,2239.8334,334.4644,263.477,595.3108,647.0875,241.4614,123.3949,417.3232,2622.5191999999997
다사612484,304.4767,104.3281,283.6279,497.1322,111.347,94.3161,124.5521,1519.7801,241.7079,123.9414,292.001,423.8164,97.8681,131.6052,154.3859,1465.3258999999998,231.8164,59.8732,337.5935,571.6935,61.3135,126.4626,100.0697,1488.8224
다사612485,16.9465,429.1832,385.0802,325.536,329.4481,381.4681,182.6044,2050.2665,17.0881,432.6031,544.7845,217.3381,452.9302,398.1591,151.5902,2214.4933,11.8827,214.615,312.4003,190.3539,481.1686,292.7101,143.2052,1646.3357999999998
다사612486,378.2501,146.5426,27.7401,314.4868,417.6209,311.5509,488.7444,2084.9357999999997,315.6269,181.6506,17.1396,409.1332,515.1842,216.351,600.3244,2255.4099,374.8897,87.7264,32.4945,283.1668,500.4733,238.7402,341.3979,1858.8888
다사612487,22.526,377.9753,435.1044,394.331,397.0176,397.5908,178.7905,2203.3356000000003,27.3958,531.9991,617.1489,245.1742,495.5634,267.2207,119.4748,2303.9768999999997,23.4452,351.9638,584.5419,306.2089,281.4346,401.1535,235.7276,2184.4755000000005
다사613480,64.3337,30.1623,427.957,2.1048,188.2317,10.6479,224.0976,947.5349999999999,67.7532,28.7249,250.0741,2.1382,157.8254,14.9332,167.9869,689.4359,79.5858,37.0168,496.5308,1.4376,212.021,12.4252,298.9822,1137.9994
다사613481,279.0851,196.6169,43.5114,190.314,426.3294,480.4086,80.6811,1696.9465,202.0691,227.2659,65.0236,110.29,436.878,698.5264,102.5451,1842.5981,210.0994,157.1326,45.1116,171.9987,616.6034,529.5559,91.2103,1821.7119
다사613482,484.3815,71.1794,454.6627,476.7366,396.8017,228.1234,316.8432,2428.7285,463.6627,58.071,602.9916,539.2132,357.1037,212.3219,171.239,2404.6031000000003,496.7214,91.8173,431.0845,478.5619,580.3068,163.0498,228.9105,2470.4521999999997
다사613483,106.2175,228.7199,146.2688,320.1852,169.2876,361.5053,268.9974,1601.1816999999999,62.5285,340.1135,120.9645,402.3056,87.6225,503.5247,345.4627,1862.522,153.2918,177.7301,168.7655,357.6019,168.9329,429.4584,289.6363,1745.4168999999997
다사613484,100.0561,289.4203,373.8706,239.2221,186.8103,284.3652,499.3765,1973.1211,129.6372,356.8301,399.1598,229.2879,127.2315,409.7382,496.7557,2148.6404,137.6295,395.3283,397.2254,195.5841,258.0833,398.4729,506.2304,2288.5539
다사613485,412.6261,354.1115,177.118,18.5825,216.9026,404.7737,347.9723,1932.0866999999998,362.8317,386.4689,121.4096,12.1025,216.081,248.4661,318.6399,1665.9996999999998,362.5804,193.4962,239.8883,20.0511,217.0489,220.0437,206.2097,1459.3183
다사613486,14.1447,447.1458,242.7513,314.2865,74.13,28.6743,410.9364,1532.0689999999997,17.915,340.952,299.5509,306.1263,109.852,41.4826,499.8808,1615.7596000000003,9.837,527.0748,274.0742,363.2955,73.0575,30.5999,582.0187,1859.9575999999997
다사613487,304.7065,230.2027,59.6961,175.5618,8.1309,455.4257,490.4891,1724.2128,193.0995,273.1471,66.8368,174.7146,11.1962,598.4188,706.3546,2023.7676000000001,453.7074,268.0242,60.9582,146.0867,5.1149,528.1276,282.8756,1744.8946000000003
다사613488,407.4475,488.7145,168.1417,128.5304,17.7553,139.5526,337.7349,1687.8769,510.6344,616.4733,211.3293,96.0725,14.9442,93.9602,183.2657,1726.6795999999997,299.0278,501.0642,218.9469,148.3089,13.1015,149.6497,496.0804,1826.1794
다사613489,313.6779,309.2551,224.3559,462.4943,232.2284,445.485,490.6032,2478.0998,470.1397,250.6904,310.9682,295.4188,320.9076,307.4724,608.9851,2564.5822,194.1802,394.3245,255.5969,371.6227,280.3109,655.0591,732.97,2884.0643
다사614474,208.2872,28.5854,107.3142,157.6747,230.8555,61.9084,229.4719,1024.0973,158.0671,41.7576,126.6266,210.1894,274.2645,56.2176,310.7309,1177.8537000000001,206.2389,26.529,142.907,110.589,335.7856,78.6613,153.0493,1053.7601
다사614475,52.1843,401.7398,12.7779,194.2274,111.0747,204.7949,93.9556,1070.7546,50.917,390.7928,11.9413,99.6719,127.4691,282.484,76.0405,1039.3166,75.9679,508.7929,16.467,124.314,116.198,233.8412,76.8084,1152.3894
다사614479,379.2682,124.1931,152.7683,265.4936,48.0059,270.5653,481.2664,1721.5608,228.3664,103.828,224.598,350.296,68.5886,401.5821,312.6333,1689.8924000000002,397.8346,155.2696,130.4871,387.2929,41.4623,194.2456,634.5891,1941.1812
다사614480,60.4606,391.4289,53.2266,241.2433,361.8236,493.7846,303.0344,1905.002,67.0968,306.0066,59.8974,329.0225,454.6438,661.1538,271.4934,2149.3143,68.2031,318.3225,63.0779,322.2216,358.003,551.1546,279.576,1960.5587
