GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,247.98,220.9143,343.528,148.5674,354.0387,153.511,33.864,1502.4034,299.3731,301.4205,370.1828,177.8741,240.1053,139.9428,26.5612,1555.4598,141.3983,197.4471,278.2982,90.9589,284.1863,200.9481,19.6265,1212.8634000000002
다사608478,383.2545,23.255,109.7042,378.0945,494.4093,128.5713,473.9574,1991.2462,281.9592,12.8265,80.5819,359.4368,634.5766,138.4809,695.5054,2203.3673,283.6083,22.4969,155.3517,492.0745,346.3563,169.0998,297.2834,1766.2709
다사609479,125.086,8.6853,353.272,417.716,41.3231,246.6281,4.7208,1197.4313,161.5882,7.5245,332.0583,470.0108,31.8967,225.2702,3.7069,1232.0556,136.3499,10.8097,461.2374,383.7666,52.5156,234.8106,6.4873,1285.9770999999998
다사609480,151.3922,400.5023,459.2964,214.6799,432.8026,207.7081,253.1049,2119.4864000000002,169.7741,455.2332,400.5057,150.2663,387.601,160.3592,294.2701,2018.0095999999996,109.8827,327.3316,612.5076,268.5617,604.9476,277.9956,192.5159,2393.7427
다사609481,167.9248,475.4084,50.9447,464.9382,219.4192,232.4408,289.1371,1900.2132000000001,212.6361,635.4945,26.0236,412.3254,218.1066,343.7054,369.8514,2218.143,247.7948,681.6534,51.6621,509.7449,217.0908,208.7321,430.5872,2347.2653
다사610481,460.3431,65.2784,359.5506,274.9015,372.7149,127.6994,295.7411,1956.2289999999998,634.7525,50.4295,309.4974,166.7984,294.6529,176.3673,177.8791,1810.3771000000002,364.0079,73.4748,288.4455,243.2172,385.8032,109.7373,394.0901,1858.7760000000003
다사610482,333.5369,167.1847,383.3594,208.8984,402.7219,495.6935,223.5719,2214.9667,433.3745,136.3908,347.0623,247.0531,550.8066,634.4233,186.6436,2535.7542,381.8413,172.3494,510.6593,231.0551,262.7873,320.8178,234.3615,2113.8717
다사611481,29.7594,404.7646,7.7278,134.6446,103.973,498.8988,187.7213,1367.4895,20.7067,497.6124,10.1726,143.4258,53.7515,416.9354,188.4822,1331.0865999999999,37.8758,562.3625,9.8303,91.074,65.9968,627.0052,94.7262,1488.8708
다사611482,190.0907,107.6944,416.7944,297.1786,363.729,195.1021,430.9061,2001.4953,127.9546,59.0465,382.6782,289.8062,311.4022,193.4169,534.4492,1898.7538,97.1773,95.2447,213.4774,172.7978,261.3093,245.0913,563.0129,1648.1107
다사611483,265.6779,381.7596,174.2401,341.4134,496.1266,93.8568,372.6982,2125.7726,276.4451,558.2855,207.2489,421.9953,504.7118,114.3356,297.8035,2380.8257,292.8297,394.4294,215.6677,339.6552,456.046,112.7885,341.4269,2152.8433999999997
다사611484,487.694,260.9077,428.7502,234.9668,170.9674,152.4862,147.1872,1882.9595,536.3318,219.9022,492.8185,281.1656,114.6178,124.7943,125.7698,1895.4,292.0696,293.1117,320.0054,122.6135,206.718,159.508,77.0681,1471.0943
다사611485,283.0113,458.3977,112.0039,120.1714,220.262,379.3403,314.226,1887.4126,198.1674,264.0108,70.1526,103.2528,287.5912,305.9165,350.7582,1579.8495,404.6208,617.8349,129.2932,152.5079,289.8025,506.4235,418.2263,2518.7091
다사612480,13.9382,99.7674,219.1242,242.2299,245.1347,202.8231,234.7723,1257.7898000000002,11.1638,108.7403,222.075,178.6072,343.1019,172.9106,336.1874,1372.7862,19.7879,115.3024,233.11,251.3059,267.0987,224.8373,212.5712,1324.0134
다사612481,327.5954,319.9035,329.6763,187.7643,414.4826,203.7172,162.6566,1945.7959000000003,184.177,376.2391,454.3677,275.401,486.6716,271.067,106.3834,2154.3068000000003,479.7593,460.2108,463.5353,197.9182,361.0753,196.4089,236.1971,2395.1049
다사612482,273.663,179.3767,416.6033,188.4657,487.6501,134.9738,131.947,1812.6796,366.091,259.3555,566.6605,257.8752,267.565,158.3575,181.0099,2056.9146,264.4992,225.0135,348.8743,202.3007,694.7024,194.2509,196.6239,2126.2649
다사612483,43.0893,429.4586,243.9554,35.0611,330.3931,383.3089,484.3406,1949.607,53.1187,270.9325,246.9702,42.8061,387.5209,431.1703,509.6832,1942.2019,43.9811,627.6567,307.0339,50.3502,315.3319,379.8777,384.9356,2109.1670999999997
다사612484,450.723,237.3358,489.5491,364.0566,141.9712,433.8965,109.0299,2226.5620999999996,251.8377,333.782,348.9431,308.4582,144.6962,297.5316,108.5012,1793.75,553.5514,265.2598,582.7251,319.1644,126.6456,431.431,106.6088,2385.3860999999997
다사612485,80.5054,106.3401,218.7792,204.9594,422.6414,83.8022,368.2917,1485.3194,55.1874,60.8656,274.0984,282.3689,427.9477,52.8242,382.0668,1535.3590000000002,44.3397,125.7962,326.6697,214.0008,367.2644,84.4911,441.2306,1603.7925
다사612486,99.8298,353.5257,162.3276,78.6742,196.8114,477.048,124.1093,1492.326,60.2885,485.161,218.0351,55.5289,222.8891,618.1347,100.3766,1760.4139,122.2542,433.0176,102.4299,69.8277,160.9976,608.4342,115.0808,1612.042
다사612487,349.8332,345.3094,5.5696,286.4125,231.4612,226.2034,123.8289,1568.6182,214.056,343.8737,4.8483,263.1146,323.6144,202.4371,140.6482,1492.5923000000003,229.9781,284.5214,5.9517,191.0995,158.7892,301.7623,105.1293,1277.2314999999999
다사613480,494.5123,421.3285,482.1026,144.4774,122.8632,344.7683,298.1992,2308.2515,287.8752,240.1209,293.5673,178.6284,107.1208,447.1689,307.1878,1861.6692999999998,730.9613,319.1688,279.583,175.4644,93.8527,241.8812,248.776,2089.6874000000003
다사613481,469.3055,267.4514,105.6869,401.8697,473.2649,200.1148,335.8806,2253.5738,458.1999,394.6178,137.4185,490.3526,339.9341,228.0793,196.2561,2244.8583,639.4363,283.5924,114.879,392.5712,383.1449,198.9173,499.4089,2511.9500000000003
다사613482,66.6179,68.0966,289.259,38.1477,193.0658,478.9083,100.2049,1234.3002,98.0763,55.2221,331.8386,54.0927,226.4891,567.8745,96.5836,1430.1769,38.5476,73.7933,394.2251,47.188,160.1094,462.9983,130.2229,1307.0846
다사613483,447.8238,354.1162,329.0576,265.4943,463.0753,134.1547,352.7644,2346.4863000000005,658.707,274.5414,467.3547,146.9388,533.2312,199.035,476.1736,2755.9816999999994,411.7414,429.0151,236.7698,365.8511,399.1865,86.9162,367.8633,2297.3433999999997
다사613484,272.3787,458.7886,60.1805,437.6412,217.1488,263.591,221.6029,1931.3317,219.0721,322.492,60.4673,522.2187,219.5023,251.5926,306.7052,1902.0502000000001,274.1379,260.0096,62.1302,313.4738,136.472,321.5666,327.4343,1695.2244
다사613485,491.0965,499.2341,126.8888,237.6101,407.9566,396.5317,209.8651,2369.1829,442.0167,375.1189,160.3901,212.3038,258.1217,258.0215,236.5096,1942.4823000000001,297.2741,321.2259,114.8062,323.0632,305.0233,414.4435,227.3669,2003.2031000000002
다사613486,162.2761,217.8115,271.649,296.6619,492.1362,421.042,15.2894,1876.8660999999997,222.892,173.3971,347.207,363.3292,284.4738,471.2985,21.0969,1883.6945,205.4162,192.1902,327.8442,222.2152,472.5222,387.9898,16.3928,1824.5706000000002
다사613487,402.3411,441.0191,433.1882,265.9169,356.818,389.2868,302.7994,2591.3695,307.4947,371.6723,268.6998,351.8675,424.9689,233.7239,180.0326,2138.4597000000003,428.8453,526.2394,229.1032,180.4505,521.8742,250.5299,352.1205,2489.163
다사613488,240.4961,24.0135,234.0775,220.4945,276.8065,464.975,490.0141,1950.8772,213.6712,28.8154,333.7788,226.5631,301.2086,592.8494,498.956,2195.8425,141.7749,14.3547,130.531,121.9663,385.5512,383.6288,728.6714,1906.4783
다사613489,48.7219,187.3885,106.6793,98.3674,75.2095,406.5328,444.1062,1367.0056,59.1952,166.6212,54.6131,136.9906,70.7454,422.001,352.5478,1262.7142999999999,43.9,229.6015,89.1942,69.1021,44.1853,292.6133,361.601,1130.1974
다사614474,387.8584,488.6398,365.4068,25.566,450.5547,243.1727,313.0493,2274.2477000000003,580.8309,415.8073,364.3397,17.8825,545.7906,134.5225,246.5287,2305.7021999999997,491.5156,317.9738,411.0535,13.6796,573.6889,207.7092,221.016,2236.6366
다사614475,315.9256,187.0472,150.4043,376.0196,160.536,84.4657,209.8425,1484.2409,426.8643,99.2238,152.4399,399.1016,208.3228,126.1141,151.0866,1563.1531,171.84,183.5728,204.1958,264.6023,109.5641,119.9581,230.4596,1284.1927
다사614479,271.0332,465.0072,9.4739,468.8897,10.8237,112.0424,178.753,1516.0230999999999,181.7109,510.7996,8.9549,656.9706,11.9387,140.0791,106.3251,1616.7788999999998,330.1784,635.4698,5.9882,622.5906,10.276,139.2385,164.9546,1908.6961
다사614480,205.7821,454.0103,133.7826,331.8053,400.5895,99.2824,125.1258,1750.3780000000002,290.1499,433.4863,140.9429,170.5587,395.255,110.6163,176.1749,1717.184,163.1976,498.5241,152.2629,333.3967,575.6935,131.0442,173.9319,2028.0509
