GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,400.7728,192.3358,58.7525,368.0426,213.5453,233.5869,137.0545,1604.0904,460.2085,159.6236,69.493,431.1544,187.0344,179.5672,78.023,1565.1040999999998,485.421,103.9835,38.0885,409.6268,286.8866,247.3949,155.363,1726.7643
다사608478,59.1563,160.8369,368.6388,278.7711,390.9691,241.6485,6.8188,1506.8395,30.8788,199.2156,386.8277,327.1109,297.6661,162.9486,6.6201,1411.2678,80.3973,175.5917,407.71,299.1658,248.2116,232.0976,8.6158,1451.7898
다사609479,81.8239,100.4825,184.0255,108.8072,468.1152,8.8419,96.0235,1048.1197,105.9974,96.949,127.5508,111.3712,410.2104,5.9894,52.9749,911.0431000000001,76.5366,101.8869,224.4882,103.9929,536.591,12.4222,63.0784,1118.9962
다사609480,441.0655,273.4426,447.0135,393.2086,462.636,97.3924,308.0098,2422.7684,340.4736,302.9935,563.714,334.0776,260.0292,91.0765,410.066,2302.4303999999997,233.6752,197.9635,386.7787,497.9205,347.7185,117.2027,260.8573,2042.1163999999999
다사609481,279.3652,287.5634,487.3193,307.3429,43.8271,470.1388,139.9993,2015.5559999999998,396.7592,231.244,497.6017,378.5492,44.9288,242.8977,144.7105,1936.6910999999998,208.453,202.4814,499.8002,312.1893,37.1652,664.811,102.8163,2027.7163999999998
다사610481,14.5711,366.5062,278.2616,4.2299,259.7484,425.48,187.9535,1536.7507,18.7202,189.9914,193.9404,5.5753,311.6886,520.5956,96.66,1337.1715000000002,13.2547,194.1186,236.9822,3.0216,368.3059,420.6644,229.5896,1465.9370000000001
다사610482,467.9702,424.792,492.3698,171.0492,404.4155,467.8853,242.8927,2671.3747,328.2037,317.257,649.8598,244.2189,563.0148,319.9135,197.0922,2619.5599,630.9987,327.4177,345.7271,98.58,299.9791,248.0522,171.4934,2122.2482
다사611481,11.898,434.6393,292.3623,444.0864,234.6248,229.8401,224.2687,1871.7196,9.6599,251.5371,386.5328,412.1691,345.7828,167.7441,234.3878,1807.8136,9.5108,627.8872,207.5429,410.9278,181.9005,195.9191,284.5307,1918.219
다사611482,50.2902,310.519,315.8089,428.6721,285.7845,480.6869,354.7575,2226.5191,31.3966,351.7002,274.7434,361.0097,256.2471,652.0162,414.6612,2341.7744000000002,61.6857,441.2316,196.1392,605.3307,217.3732,272.5101,390.3011,2184.5716
다사611483,434.2074,406.9562,387.1547,62.8087,56.4716,48.5542,494.1603,1890.3131000000003,375.0875,348.2377,428.1386,83.7909,47.2195,51.5098,404.7171,1738.7011,573.3385,504.2912,446.2616,92.9737,43.7868,63.6758,271.4234,1995.7510000000002
