GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,200.7358,122.6514,415.5039,319.1408,265.3291,385.4818,154.457,1863.2997999999998,207.6694,104.9644,214.2795,459.8138,268.5928,449.0197,167.3788,1871.7184,286.5767,78.1655,550.4166,364.7077,184.7235,349.2044,133.551,1947.3454000000002
다사608478,367.4282,165.2243,110.3779,477.8146,258.6933,118.4569,290.1495,1788.1447,371.525,121.9398,57.2501,250.8614,310.5143,169.5096,175.7425,1457.3427000000001,277.5959,190.4998,153.304,309.3228,370.4492,173.1439,349.8131,1824.1287
다사609479,407.7607,298.6053,116.3951,327.0716,113.2628,26.6116,150.8343,1440.5413999999998,301.8621,426.9237,90.5053,331.9508,144.1052,23.645,92.9228,1411.9149,337.1935,267.6229,109.7766,212.4449,94.5234,38.0899,205.371,1265.0222
다사609480,275.7782,379.677,119.3411,196.4773,307.9473,48.7372,29.9454,1357.9035000000001,267.6475,310.6229,99.4143,147.2658,164.5694,66.8299,23.5096,1079.8594,317.8668,347.6776,150.9126,283.4369,160.7205,33.0141,19.5819,1313.2104
다사609481,311.5276,410.051,442.0301,78.2365,297.5566,8.866,264.1071,1812.3749,305.9035,240.4942,355.8203,76.6744,196.8682,4.8693,352.019,1532.6489000000001,372.8228,554.8635,295.2399,105.828,415.106,12.8965,159.8321,1916.5888000000002
다사610481,180.1944,176.0731,305.5035,231.5155,416.7656,128.4425,159.3108,1597.8054,267.8179,151.8485,281.463,275.7269,312.7547,98.2038,131.2639,1519.0787,127.3418,193.8404,339.8919,293.154,226.1919,111.0672,89.4411,1380.9283
다사610482,73.1485,83.7913,419.7726,48.1837,20.6001,335.8552,36.364,1017.7154,38.1348,53.1891,405.4163,33.6194,15.5747,471.7461,39.6115,1057.2919,43.657,115.4622,556.2577,41.6604,16.3203,308.6953,31.8733,1113.9261999999999
다사611481,212.7087,453.8868,257.0715,372.2777,233.6102,110.1479,475.2563,2114.9591,235.6083,296.4834,341.2027,552.9778,142.7781,99.3996,367.0746,2035.5244999999998,296.5482,391.1728,223.9219,522.9866,264.904,132.1706,476.6565,2308.3606
다사611482,108.2751,167.9916,146.1682,194.548,184.4565,277.7385,8.9424,1088.1202999999998,137.2366,173.5863,191.0041,222.1513,113.9258,328.4146,5.7363,1172.055,99.6515,179.0973,132.5703,184.299,237.0524,159.7973,9.3672,1001.8349999999999
다사611483,219.7565,302.5854,160.8767,312.3817,170.2926,464.749,58.0148,1688.6567,250.2167,158.9453,131.5289,244.6502,231.9582,509.3507,44.8816,1571.5316,192.1532,184.2496,84.9083,395.3016,252.3738,597.3238,49.6829,1755.9932000000001
다사611484,292.8311,454.4171,79.0652,391.5837,92.8624,34.4355,415.6586,1760.8536000000001,271.3424,328.3235,85.457,359.8405,127.4038,48.9713,290.0628,1511.4013,427.6631,440.1485,71.3177,217.9215,106.6759,43.5425,472.2336,1779.5028
다사611485,363.3062,399.055,236.4299,4.3182,35.571,205.6893,192.3673,1436.7368999999999,223.7697,283.7542,158.546,3.4931,28.6659,235.2014,96.9981,1030.4284,410.2361,482.8426,208.0108,4.1846,23.1255,179.5502,269.6042,1577.554
다사612480,402.2982,178.3657,92.6211,95.9391,182.571,216.0712,378.1161,1545.9823999999999,261.6176,187.9567,117.5108,78.8323,162.5337,279.5574,210.3858,1298.3943,302.3792,107.0734,54.8147,82.1466,241.645,266.7894,190.2626,1245.1109000000001
다사612481,435.3212,145.8801,470.0364,254.835,310.3115,175.9493,432.8405,2225.174,227.7179,199.2608,242.4942,378.8878,258.338,138.2766,339.4535,1784.4288,432.8195,140.0502,579.3766,267.0923,348.6807,236.5653,458.1617,2462.7463
다사612482,47.1841,165.8595,450.5963,161.3143,385.4052,357.5126,120.4312,1688.3032,53.3041,151.478,608.3567,184.281,335.0055,341.4767,148.8948,1822.7968,43.8917,138.1605,515.1757,214.7562,454.0715,358.4276,155.5661,1880.0493000000001
다사612483,28.3368,6.9973,109.9981,77.4281,175.7079,344.3079,298.3752,1041.1513,30.6629,6.7046,76.0304,71.4659,100.7094,342.8992,352.3599,980.8323,17.3216,7.5627,133.6844,59.7082,88.7463,259.7964,188.3882,755.2078
다사612484,417.9236,183.9447,424.3429,167.42,350.6049,202.5573,182.0178,1928.8112000000003,341.8779,253.7712,316.9054,217.4508,495.251,287.9777,253.7086,2166.9426,472.3547,168.5814,341.3031,182.457,371.3714,171.5289,181.6854,1889.2819
다사612485,426.8195,342.658,216.5462,266.2554,10.6487,330.6089,192.5536,1786.0902999999998,236.0058,186.1104,303.2396,345.5993,10.5415,211.3657,253.9412,1546.8035000000002,363.625,275.1533,311.5722,297.825,12.3488,487.5159,199.4742,1947.5144
