GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,107.4658,372.3441,198.2269,399.2301,76.541,384.9565,89.4451,1628.2095,61.6476,473.1024,186.8462,369.2404,57.7234,349.7733,61.995,1560.3283000000001,131.6425,281.2491,118.0152,537.6393,91.021,256.9392,85.5861,1502.0924
다사608478,216.1806,279.542,444.4264,463.7493,437.1316,156.9266,291.2547,2289.2111999999997,302.3657,326.7898,636.7716,484.93,410.3156,117.7529,374.9541,2653.8797,291.8822,387.6527,459.1761,458.2228,634.0177,109.4114,150.4243,2490.7872
다사609479,406.8058,413.5106,434.4305,447.1504,293.1091,198.2319,43.6133,2236.8516,271.641,462.8134,521.9886,534.1233,394.2345,159.8577,21.9692,2366.6277,482.1822,391.2656,526.428,233.4542,159.0893,156.3442,36.5826,1985.3461
다사609480,103.9698,361.9391,353.6873,290.7504,157.4436,50.8832,240.6836,1559.357,123.0729,496.4915,324.152,167.475,126.3086,36.9753,199.3233,1473.7986,115.1242,306.5692,434.9576,344.3503,107.264,46.6745,145.6541,1500.5939
다사609481,218.3505,171.5797,230.9825,36.741,122.3155,176.6787,143.7421,1100.3899999999999,124.2732,195.5335,303.8206,24.5659,148.7074,156.4635,124.4803,1077.8444,238.5992,238.7656,140.8274,39.7269,179.7477,116.8037,165.8855,1120.356
다사610481,407.8592,141.3576,39.4475,462.5655,109.8443,43.3606,265.8156,1470.2502999999997,211.9689,157.4741,33.2093,234.2845,133.7383,62.1728,162.7055,995.5534,222.2663,150.1628,38.3862,505.1319,63.1567,57.0571,270.9853,1307.1463
다사610482,348.9861,459.3686,214.9546,381.7087,14.0209,450.1091,32.5893,1901.7373000000002,221.2144,469.6332,248.7977,534.6131,11.0624,520.0014,43.5678,2048.89,319.0771,365.0103,239.0694,291.2912,19.3979,297.7191,31.6923,1563.2572999999998
다사611481,278.944,147.1528,312.8676,75.0296,151.3945,298.809,329.7721,1593.9696,350.8569,88.752,167.728,65.5709,174.661,396.1975,457.4281,1701.1943999999999,272.1722,202.2585,457.2139,60.566,125.243,189.4389,462.1191,1769.0115999999998
다사611482,205.5029,278.4479,87.3762,24.569,103.1088,428.2739,473.0579,1600.3365999999999,145.1703,312.5762,58.2551,33.9643,85.8609,380.4615,389.2577,1405.5459999999998,249.1105,295.6474,116.2981,12.5669,120.399,426.6762,336.981,1557.6791
다사611483,4.3704,468.3217,230.758,486.6468,317.9396,296.5001,165.351,1969.8876,4.9442,435.6647,294.7515,629.3887,218.8695,316.5223,175.4768,2075.6177,6.4244,664.4276,237.1233,501.3443,460.6859,381.6192,86.2165,2337.8412
다사611484,104.2415,479.0637,84.0767,336.6244,259.7458,36.1799,391.2968,1691.2288,109.0049,710.0961,106.9584,406.1253,380.9164,36.7888,262.5761,2012.4660000000001,147.6155,661.3659,75.7413,347.7421,178.1048,31.9221,553.8316,1996.3233
다사611485,498.6071,432.0223,225.2752,473.4034,116.8097,403.1178,194.1672,2343.4026999999996,512.0274,562.9673,256.7562,425.8491,120.9677,461.9826,268.9586,2609.5089,379.0469,647.5171,283.474,598.0943,79.8817,594.1713,289.7884,2871.9737
다사612480,355.3036,191.1254,419.3292,136.3269,87.7701,180.3885,377.0036,1747.2473,250.7099,280.478,615.3583,74.3506,55.5395,116.5701,414.4003,1807.4067,490.8099,194.0233,336.5138,77.4855,94.9618,147.5021,321.9687,1663.2651
다사612481,407.8246,126.885,202.0238,200.3873,246.9087,204.1833,95.4351,1483.6478,580.6107,156.7801,284.5476,218.1316,327.7879,165.4777,94.9132,1828.2487999999998,540.766,89.865,195.3137,189.5597,229.3258,171.1666,117.5799,1533.5767
다사612482,214.1945,399.4488,192.7955,392.8689,463.2024,263.4549,162.4462,2088.4112,215.3905,256.2937,196.2518,554.7171,643.2584,273.0957,99.4925,2238.4997,175.0865,532.3427,198.8444,463.6515,296.5499,136.7996,130.562,1933.8366
다사612483,272.3248,303.3798,11.0088,423.9727,272.7746,237.6385,494.5666,2015.6657999999998,211.1263,384.9198,10.1361,434.2005,204.3605,267.3474,702.385,2214.4755999999998,339.6284,168.2169,9.3981,319.6052,211.5814,173.4149,262.0652,1483.9101
다사612484,336.7679,317.0294,122.1566,259.7883,203.5617,146.7462,258.5478,1644.5979,314.8482,277.3961,105.2143,268.7904,237.7945,114.8712,321.8399,1640.7546,476.211,417.1927,93.4846,307.8915,214.2022,205.7987,312.6643,2027.4450000000002
다사612485,414.2237,20.3753,412.4987,282.8199,33.8762,358.4533,20.5783,1542.8254,577.9232,25.2192,420.1618,194.0573,41.0657,312.9101,26.5801,1597.9174,389.6264,23.447,367.4619,401.3615,41.2294,519.6084,15.1655,1757.9000999999998
다사612486,369.529,222.4945,448.9089,121.2539,309.5313,141.1497,234.0665,1846.9337999999998,385.8706,233.7731,590.8268,69.8048,227.9781,153.571,160.3566,1822.1810000000003,538.0962,328.7972,309.0425,109.3027,428.0697,111.1811,158.2277,1982.7170999999998
다사612487,235.7255,343.7193,246.4513,300.266,32.174,487.6845,88.2464,1734.267,333.2953,204.3822,145.556,156.7902,44.0586,317.0722,95.1211,1296.2756000000002,204.4727,467.8513,193.2897,393.2339,42.9449,361.6024,102.4839,1765.8788
다사613480,101.0479,391.8036,364.9952,339.9769,183.0535,7.5625,323.6714,1712.111,67.1564,199.8467,439.6176,507.6952,144.9464,4.019,445.6608,1808.9421000000002,72.349,454.4823,531.5546,382.1736,193.902,4.0527,449.2505,2087.7647
다사613481,454.584,359.2458,53.9753,490.2928,131.761,213.4471,23.9886,1727.2946,355.73,218.8074,66.9873,581.0735,96.9248,142.8505,19.851,1482.2244999999998,630.4771,229.7872,49.4962,342.747,109.8953,147.7078,33.4443,1543.5548999999996
다사613482,204.142,387.1709,17.3677,400.009,273.4661,248.9508,189.9978,1721.1043000000002,160.0264,358.4005,23.8312,214.9111,370.8885,137.383,278.2295,1543.6702,255.1728,220.4093,8.7202,209.443,384.9668,351.5852,177.1084,1607.4057
다사613483,209.3045,287.9387,217.9808,236.6589,456.1804,476.9903,17.2495,1902.3030999999999,115.3891,272.9777,285.8244,267.3717,345.2383,244.8306,24.2157,1555.8474999999999,150.0552,346.7283,282.6191,285.9461,476.1212,587.4118,16.9446,2145.8262999999997
다사613484,442.5434,38.4582,43.8854,77.2721,222.3016,292.8456,283.6512,1400.9575,369.2828,39.241,63.0408,40.9449,319.6582,265.8277,170.5937,1268.5891000000001,594.2207,50.8577,39.998,89.8295,123.0352,403.5218,322.237,1623.6999
다사613485,450.4473,246.9689,314.6965,141.4546,109.317,43.429,372.0235,1678.3368,672.2134,142.9567,385.8794,126.288,88.1553,55.0303,456.6834,1927.2064999999998,552.6797,308.4232,307.5736,79.6522,142.017,33.446,450.2126,1874.0043
다사613486,432.9103,316.8527,399.4915,108.1905,230.4514,453.3845,387.6278,2328.9087,453.4547,259.0248,402.5779,97.903,155.8637,505.5007,526.4685,2400.7933000000003,539.7136,414.5047,230.6997,137.1509,219.9776,392.4282,449.5584,2384.0331
다사613487,369.983,120.8267,162.4715,415.4013,302.9638,346.1224,173.3198,1891.0884999999998,484.7304,113.5113,201.112,390.3377,354.2572,263.6611,101.8357,1909.4454,502.1546,96.0073,177.6867,530.818,434.2882,373.6785,102.1658,2216.7991
다사613488,160.7565,4.6956,299.1089,446.5148,85.9186,395.1068,235.0344,1627.1356,229.1551,2.9843,428.3159,228.2649,102.1308,485.89,207.5324,1684.2734,82.8132,5.855,149.9725,534.6089,108.3024,311.7884,221.4999,1414.8403
다사613489,105.705,99.3781,280.1903,11.5654,4.2717,485.2171,113.8926,1100.2202,77.0316,71.3243,227.1901,17.076,2.383,595.2482,88.7713,1079.0245,69.6813,129.5324,366.998,10.4116,4.0855,368.3009,117.4118,1066.4215000000002
다사614474,146.0847,495.0866,287.6986,370.7926,35.3572,262.0623,393.9098,1990.9917999999998,89.3447,656.763,340.4521,536.9669,48.7625,168.6938,519.0649,2360.0479,211.0327,255.6334,278.9626,544.7124,31.9459,175.6375,383.0853,1881.0098
다사614475,400.9276,343.5563,114.6888,422.3599,251.0912,263.6128,318.8598,2115.0964000000004,473.4806,366.1098,114.6797,330.6046,237.2886,269.3271,278.5345,2070.0249000000003,368.8686,406.4648,147.6222,350.4848,358.883,205.8719,267.8728,2106.0681
다사614479,118.2064,324.3767,479.9632,408.2668,74.6635,327.2068,456.7861,2189.4694999999997,131.4519,373.7283,487.3382,286.5414,66.4136,453.318,358.163,2156.9544,143.7604,365.2771,531.5224,534.5138,56.2214,274.1294,472.4801,2377.9046
다사614480,99.095,428.3374,374.9255,365.6366,18.7728,227.958,330.0384,1844.7637,140.192,419.8862,454.5783,524.1277,22.6381,131.4256,275.9961,1968.844,83.5507,424.3114,424.0601,437.2853,26.8215,175.3896,487.2732,2058.6918
다사614481,266.9004,64.6924,237.4201,333.0463,283.5209,282.3862,44.4729,1512.4391999999998,281.7198,62.0502,274.2238,458.3464,395.4952,218.3176,39.9631,1730.1161000000002,271.7114,63.2645,214.0696,181.8306,209.623,411.9567,44.9969,1397.4527
다사614482,104.9593,471.0045,350.9085,7.5882,252.7266,414.2743,315.7029,1917.1643000000001,94.4645,435.4128,488.922,6.6426,132.7816,385.4298,278.1241,1821.7774,130.6173,529.3145,375.4359,7.574,319.5645,265.4517,315.2629,1943.2208
다사614483,173.5494,453.251,148.636,458.3881,401.4045,396.1079,318.082,2349.4188999999997,113.2233,651.051,126.8452,341.983,317.7505,307.2775,282.2155,2140.346,245.0717,274.8011,203.715,258.1291,455.0344,264.0478,187.1304,1887.9295
다사614484,98.8365,313.5415,119.4296,444.0951,488.336,496.5059,195.9213,2156.6659,79.4654,431.6602,167.4554,521.7588,586.5428,435.3781,253.5884,2475.8491,52.0266,256.9412,78.9192,637.2945,639.8911,610.3043,267.9686,2543.3455000000004
다사614485,235.3817,403.6266,239.8862,417.561,350.6386,141.5789,423.3905,2212.0635,327.2727,406.535,292.5793,576.6534,334.2317,152.5067,548.6799,2638.4587000000006,253.1856,357.8928,278.8597,563.2967,223.6886,120.9762,623.8201,2421.7197
다사614486,284.3938,415.7924,145.3205,14.8672,398.0359,95.815,464.7811,1819.0059,176.9629,571.4984,81.6608,9.6064,267.6993,71.5842,334.9249,1513.9369,351.9422,237.5549,213.1583,10.5473,344.318,92.6091,583.8091,1833.9388999999999
다사614487,141.3795,478.1876,302.4699,264.2509,176.039,443.6249,370.494,2176.4458,168.6726,245.6935,310.4322,168.9215,194.3289,535.3482,406.6744,2030.0713,128.4922,385.7541,192.1888,325.6569,119.6498,448.1549,491.3785,2091.2752
