GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,256.5511,409.7437,411.1771,251.5946,47.7404,469.8997,284.3874,2131.0939999999996,355.338,320.187,209.0133,328.1053,63.9906,316.0725,326.5858,1919.2925000000002,143.3392,299.7961,413.3971,218.6367,45.2871,531.2327,377.3163,2029.0052
다사608478,45.9573,161.6417,316.7462,363.9291,112.254,110.0092,347.9296,1458.4671,60.3837,221.661,222.613,240.9412,87.0492,163.2313,214.0096,1209.8890000000001,47.5068,211.4368,229.2518,526.1197,63.0029,142.2405,459.3585,1678.9170000000001
다사609479,81.2582,474.2162,174.1437,11.1079,236.1268,215.0436,405.1528,1597.0492000000002,118.233,297.8985,107.4859,7.9119,227.122,192.8746,386.6719,1338.1978,93.8847,555.4045,253.4913,9.2552,278.6222,280.2914,439.3928,1910.3421
다사609480,51.6708,291.4471,118.5658,355.0101,305.7815,69.5604,41.8649,1233.9006000000002,29.6553,352.966,146.8018,513.1637,400.8973,58.6925,39.4882,1541.6648000000002,49.589,351.1621,143.5389,199.1587,418.9776,50.1672,27.9612,1240.5547
다사609481,240.8944,12.7145,362.0914,111.567,421.0185,174.8264,473.1864,1796.2986,271.091,8.0803,443.0616,120.125,285.9908,103.29,578.245,1809.8836999999999,139.1,14.0039,458.0016,108.9225,413.2381,149.6079,442.2872,1725.1612
다사610481,11.0951,287.6935,133.9882,340.7016,223.4202,248.3365,154.2293,1399.4643999999998,8.9881,170.8403,189.9561,491.4478,270.3798,263.232,219.5121,1614.3561999999997,7.5756,178.9724,89.4764,345.9077,114.2056,226.1081,227.9769,1190.2227
다사610482,324.4418,484.441,477.4431,296.9046,23.2654,219.223,235.5526,2061.2715000000003,315.0543,538.5172,604.0279,250.4082,33.0167,176.9485,315.157,2233.1298,345.2917,636.5119,621.5945,175.1011,19.6256,312.2929,160.4113,2270.829
다사611481,476.4289,148.2914,44.3898,115.2627,426.1278,351.8636,486.8123,2049.1765,333.5654,150.9727,62.9372,79.1042,309.6192,474.6539,350.4142,1761.2667999999999,462.7374,184.951,49.0704,143.8597,371.7491,237.3468,520.5989,1970.3133
다사611482,491.8983,280.7244,260.3563,456.4392,290.9434,154.7648,238.0682,2173.1946000000003,688.5288,319.6925,357.6186,589.6688,312.6348,175.08,347.9619,2791.1853999999994,690.3209,216.0082,335.3077,680.9768,401.2229,100.4535,305.4425,2729.7325000000005
다사611483,464.3758,364.2414,313.3221,264.438,64.8788,32.3184,439.2898,1942.8643000000002,422.3989,496.1105,353.1046,321.8692,42.9657,25.1236,245.3251,1906.8976,645.4309,394.1417,411.3456,257.1694,41.8171,47.5202,597.106,2394.5308999999997
다사611484,459.2564,259.6046,444.3559,132.1026,451.7625,420.0972,28.4877,2195.6669,392.2322,213.7209,633.8094,102.5584,311.1814,511.1469,34.9586,2199.6077999999998,388.9383,305.2775,298.377,166.0116,612.5242,582.1644,30.9818,2384.2748
다사611485,17.2236,97.4495,465.4091,318.3985,442.0833,189.3408,488.8892,2018.794,9.9203,122.738,534.0126,323.7468,532.7153,264.2643,375.7216,2163.1189,13.8544,108.4802,542.5208,374.2961,376.2015,248.7151,527.3521,2191.4202
다사612480,58.6108,124.1799,308.1993,14.1595,318.6545,151.7093,18.4268,993.9400999999999,55.9351,78.9295,397.2256,14.0475,284.1798,116.4258,26.6417,973.385,51.6197,185.9326,442.9891,18.3128,361.5568,137.0629,20.3805,1217.8544
다사612481,453.7716,116.0278,156.3445,48.2931,46.9469,220.7778,356.3078,1398.4695000000002,359.4895,82.9668,116.4324,45.938,54.6175,135.6726,225.8402,1020.957,359.0574,85.3762,173.5596,65.3816,38.0535,205.1331,359.7018,1286.2631999999999
다사612482,367.659,148.9529,364.7684,209.2617,325.2144,440.4414,290.2035,2146.5013,482.1876,111.4909,258.2288,270.0265,227.2996,287.3667,219.0011,1855.6012,460.7721,177.9231,371.8912,214.5344,473.0334,333.2076,289.4763,2320.8381
