GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,7.2887,147.4702,372.4384,492.9178,381.4034,473.2933,162.1775,2036.9893,4.1405,184.1679,497.9984,647.9298,556.403,375.8781,116.0368,2382.5545,3.9898,220.455,295.5287,727.2439,374.168,685.5815,126.9454,2433.9123000000004
다사608478,307.631,276.0548,207.5772,7.6463,207.6023,345.1233,493.4321,1845.067,335.4999,189.7379,155.7552,11.1118,127.2961,383.9395,575.4201,1778.7605,318.9477,227.3265,189.1733,8.9881,310.1509,415.4571,447.0259,1917.0695
다사609479,364.3323,426.1987,33.1774,237.3843,2.9322,412.0984,148.0809,1624.2042,203.1491,450.4172,44.1115,300.5167,2.8884,387.1937,104.9825,1493.2591,513.5025,469.9679,48.252,163.0955,2.0979,245.8697,178.0913,1620.8768
다사609480,37.871,108.0479,147.1374,128.1247,167.4365,39.2106,15.8291,643.6572000000001,26.1784,148.838,149.1403,129.2058,157.4385,20.7252,18.1533,649.6795,51.6784,137.0972,203.0834,156.2075,157.8686,43.5567,13.7334,763.2252
다사609481,359.3815,0.4022,221.9284,351.9358,45.1991,441.4083,438.0606,1858.3159,237.5639,0.3252,326.2412,330.8627,42.4164,293.4054,610.49,1841.3048000000001,383.8464,0.4288,317.7503,238.1764,28.9611,573.8566,572.2607,2115.2803000000004
다사610481,196.4016,326.0517,146.0576,435.8527,370.7659,216.9605,118.2943,1810.3843,211.8641,465.6212,139.7431,436.3263,248.8222,197.7228,173.1077,1873.2074000000002,212.0856,253.9684,82.7772,324.0458,537.2546,172.8699,98.1117,1681.1131999999998
다사610482,213.9608,23.6441,401.1002,157.9819,268.3617,154.1747,311.2082,1530.4316000000001,279.9504,23.6349,310.3378,115.9868,268.3074,180.0242,162.143,1340.3845000000001,295.4907,31.1309,353.9686,183.4048,358.1984,99.5499,390.729,1712.4723000000001
다사611481,279.6286,327.7805,408.8086,148.6661,179.6361,194.4901,392.3958,1931.4058,302.7056,421.2056,357.2211,151.2187,251.77,230.8856,235.3303,1950.3369000000002,363.6595,449.3501,219.6115,110.2869,211.2539,119.5631,234.4873,1708.2123000000001
다사611482,109.1362,88.8887,391.6248,269.161,486.8292,190.4015,51.4842,1587.5256000000002,94.7781,70.2307,443.7369,207.8374,276.5835,250.3039,75.1146,1418.5850999999998,144.2986,97.0237,409.2289,197.6589,554.9072,165.2018,44.1899,1612.509
다사611483,7.4258,303.143,218.1381,318.045,153.2802,109.9437,382.7893,1492.7651,10.6867,440.7116,140.2289,264.1856,224.0962,123.15,242.7881,1445.8471,10.2677,444.2853,311.7739,328.4395,194.7854,146.2132,405.945,1841.7099999999998
다사611484,466.8511,353.6171,223.2972,28.2371,244.2351,7.8798,107.2372,1431.3546,445.8541,341.4884,118.253,22.718,128.391,5.5944,122.9144,1185.2133,642.93,221.8718,264.4458,14.5848,322.5386,8.6417,103.7367,1578.7494
다사611485,273.5409,387.1467,179.4624,93.7958,88.3441,259.6846,300.9839,1582.9584,395.9866,407.7003,251.4125,72.498,50.1524,162.4263,442.0782,1782.2543,389.5044,397.7861,235.3575,52.4572,78.5639,145.3366,226.894,1525.8997000000002
다사612480,135.4718,277.0064,425.5466,146.144,197.3261,4.5052,83.2911,1269.2912000000001,119.8529,246.3923,614.6958,217.0935,102.804,3.4315,65.9339,1370.2039,147.9509,280.354,264.2969,169.5024,177.7143,4.3767,116.3997,1160.5948999999998
다사612481,141.5067,299.8156,353.1075,241.4774,102.5614,107.001,240.133,1485.6026000000002,188.1969,271.1919,214.7888,262.172,121.9287,59.8943,321.1102,1439.2828,83.5616,261.8415,272.7489,169.5467,63.5753,140.8938,271.5877,1263.7555
다사612482,121.452,487.9164,442.9753,225.1029,409.5068,373.511,337.4827,2397.9471000000003,128.0055,728.1217,330.0723,209.8734,300.489,427.9821,262.5684,2387.1124,102.8412,279.9589,277.8695,297.392,357.417,415.7321,225.5746,1956.7852999999998
다사612483,433.4787,397.1906,231.3158,101.974,166.3025,129.5323,191.3259,1651.1198000000002,384.4716,399.1389,265.6269,94.2903,198.0499,67.0628,211.1157,1619.7561,612.0837,209.5413,166.3253,75.7262,126.8284,115.2469,133.0229,1438.7747000000002
다사612484,30.6024,59.5894,41.7316,402.7548,139.4156,465.3629,51.1529,1190.6096000000002,35.7942,57.0437,56.2793,310.368,164.8596,622.5947,37.7657,1284.7051999999999,22.3595,38.4373,58.5949,564.7225,150.1292,619.0912,72.1903,1525.5249
다사612485,33.8376,30.5001,222.7338,462.8605,36.2357,480.783,203.3975,1470.3482,48.9051,32.992,127.0496,458.3115,46.877,485.5546,242.4488,1442.1385999999998,40.508,32.1403,140.7032,563.5207,18.154,645.4081,296.5278,1736.9621
다사612486,86.5105,296.4674,483.365,50.3355,389.6128,27.392,207.2272,1540.9104000000002,90.9491,310.9345,671.7806,64.7539,417.4825,32.4891,290.7314,1879.1211000000003,57.4168,439.3693,492.0882,55.9934,406.1862,34.3596,309.2666,1794.6800999999998
다사612487,457.0523,124.3187,264.9939,291.5898,170.4561,356.6074,300.4035,1965.4216999999999,515.6465,159.1422,268.0808,176.038,255.4678,485.5536,159.1791,2019.1080000000002,488.5253,135.1076,348.815,435.0163,188.889,347.3858,408.3852,2352.1242
다사613480,12.2965,60.0566,362.0224,451.4778,23.0117,33.3972,291.0773,1233.3395,17.4133,64.4518,187.0701,321.6955,30.9934,19.5268,403.4182,1044.5691,17.0888,53.2445,452.4033,629.0687,15.835,27.2165,268.8451,1463.7019
다사613481,77.1437,498.9075,261.2797,178.2228,241.1235,75.8926,95.3455,1427.9152999999997,106.9083,577.9616,257.7827,171.061,214.1173,105.8858,134.6724,1568.3890999999999,104.8209,344.4743,382.9882,179.1721,153.2199,90.4762,111.3432,1366.4948000000002
다사613482,498.9865,447.596,426.1885,478.5099,222.3877,347.7418,236.0442,2657.4545999999996,270.3486,464.0575,410.1535,241.416,266.7741,319.7084,191.9521,2164.4102,677.9304,393.0081,347.1696,317.7758,315.6606,459.3881,313.7788,2824.7114
다사613483,176.4444,349.346,365.1776,16.5644,199.9721,238.114,229.9489,1575.5674000000001,144.4273,388.602,455.2984,10.668,230.3814,249.8541,129.4359,1608.6671,208.3876,417.7331,284.2043,14.8761,245.4449,271.0942,120.7489,1562.4891
다사613484,466.3468,235.6047,314.6312,307.9551,81.0374,27.3206,349.0293,1781.9251,245.7166,327.6126,244.9107,234.7014,83.5134,26.6625,204.9183,1368.0355,697.3154,195.7144,163.6536,251.6679,76.3305,19.4193,420.3091,1824.4102
다사613485,328.0621,454.2599,90.2615,464.1317,395.4927,400.9366,22.9161,2156.0606000000002,388.2088,270.9134,134.8663,357.0142,565.2506,476.0107,20.9613,2213.2252999999996,491.5034,669.0792,48.303,671.3329,369.8131,322.0278,30.236,2602.2953999999995
