GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,261.7704,385.7975,172.0387,207.5687,107.2427,431.0422,324.6157,1890.0759,261.287,270.0374,188.0386,205.3251,141.9454,398.8512,165.471,1630.9557,215.2011,288.6247,242.6389,248.7985,62.7931,533.1392,399.0148,1990.2102999999997
다사608478,436.1463,82.2262,477.2168,316.3366,158.2497,305.7504,76.8127,1852.7386999999999,518.1835,94.5182,501.2501,430.3545,122.4243,346.757,85.3311,2098.8187,358.5913,67.6712,329.6978,276.9066,179.1157,437.3398,113.4702,1762.7926
다사609479,173.8862,247.6507,385.8596,142.3127,419.2776,48.6303,279.4214,1697.0385,152.2903,358.9012,427.3253,182.203,532.8632,64.3752,320.3153,2038.2735,163.1747,281.3884,394.365,166.1642,409.0585,42.0903,392.5825,1848.8236
다사609480,455.2247,25.0334,58.2526,324.3902,232.7565,356.2857,232.8688,1684.8119,337.321,32.5913,44.7345,365.4991,272.4552,187.5838,330.048,1570.2328999999997,271.0781,31.7781,84.2129,478.038,342.3243,220.9314,145.539,1573.9017999999999
다사609481,115.5648,298.9491,43.4745,470.2946,349.0873,283.6704,442.9566,2003.9973,65.1103,275.8968,43.4761,351.4926,465.1831,147.3149,303.3563,1651.8301,98.3015,299.0647,28.6992,398.4108,281.8859,255.9071,597.4942,1959.7634000000003
다사610481,435.9585,475.6585,95.4917,461.3485,144.7041,403.8771,490.4451,2507.4835,356.7004,289.9586,95.3059,478.5546,78.758,531.3716,450.1921,2280.8412,340.8604,500.5841,84.5789,471.58,204.1377,363.3416,562.256,2527.3387
다사610482,22.5959,174.2559,311.416,194.4469,12.1999,410.4701,137.4811,1262.8658,23.0301,222.0588,400.5744,135.0028,6.6406,278.4765,121.5248,1187.3079999999998,33.7106,194.071,281.5271,262.6202,13.0146,370.8275,153.5164,1309.2874000000002
다사611481,409.2972,67.5724,44.6209,198.1832,311.945,73.991,223.5926,1329.2023,500.9241,83.4326,57.3325,165.2732,194.0466,103.0372,168.6539,1272.7001,314.3694,36.3436,57.0583,267.331,207.3929,60.6721,116.4973,1059.6646
다사611482,45.1695,209.8663,499.1943,313.0123,441.2709,232.5733,294.3055,2035.3921,62.5327,133.6779,252.8976,237.3735,613.1831,278.5836,181.0034,1759.2518,59.5552,283.962,660.1659,420.9222,531.1682,181.291,331.8312,2468.8957
다사611483,358.6169,145.7836,167.8198,482.0126,220.7613,291.242,77.8861,1744.1223,380.1983,151.0917,124.0145,348.1041,276.1176,305.6601,69.7565,1654.9428,359.9066,207.997,212.3405,366.2319,134.0734,198.2253,47.8384,1526.6131000000003
