GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사608477,181.2324,65.1432,237.7907,91.8631,65.3511,275.7696,429.8099,1346.96,227.5479,69.4326,272.4709,78.8307,77.3876,245.2308,284.3612,1255.2617,167.5795,76.9514,319.2604,128.0174,65.0725,159.9407,235.5136,1152.3355000000001
다사608478,112.4137,389.4886,425.1619,199.0072,50.1479,414.3913,245.1629,1835.7735,101.6776,445.1368,560.4749,257.9474,55.9779,560.8074,367.1276,2349.1495999999997,135.3756,209.5947,511.1293,148.2968,62.7841,389.8669,198.5846,1655.6319999999998
다사609479,445.3785,204.7465,208.0759,56.2967,332.9904,118.6887,159.3188,1525.4955,661.0167,121.1451,150.7062,44.1664,329.2055,94.7934,171.9086,1572.9418999999998,391.0077,142.3596,248.7365,77.8773,389.3414,172.4698,187.5263,1609.3186
다사609480,436.8693,450.1716,204.1389,389.5392,384.4684,472.6072,164.2284,2502.0229999999997,347.4313,536.8051,282.7631,358.7944,273.3856,515.1696,171.0078,2485.3568999999998,465.9155,375.965,130.0946,479.5934,212.1567,634.8574,130.1317,2428.7142999999996
다사609481,170.2845,71.8838,475.7122,328.2257,280.4491,452.1912,95.8439,1874.5904,200.4667,89.6818,507.5032,420.346,174.8443,293.4514,57.0201,1743.3134999999997,86.2836,68.6071,667.1603,412.7566,404.4204,452.8256,139.3489,2231.4025
다사610481,280.7175,299.7921,417.0404,340.5812,52.979,331.126,444.4346,2166.6708,317.429,369.0985,213.7633,387.789,40.6419,394.9027,649.5601,2373.1845000000003,170.7056,264.0684,441.0079,401.6144,33.6445,327.2352,513.001,2151.277
다사610482,252.6554,226.9736,432.0169,351.0556,0.1462,417.3319,147.4708,1827.6504,216.619,245.623,293.9089,198.6235,0.146,457.2061,150.862,1562.9885,300.4212,255.1461,380.415,483.0366,0.191,619.2898,92.2657,2130.7654
다사611481,485.6113,300.43,449.4614,353.9473,207.9895,267.9914,493.5224,2558.9532999999997,253.1421,276.8591,304.6547,462.1445,284.2921,170.0969,438.3798,2189.5692000000004,465.6341,196.4476,570.5357,434.5025,282.8818,184.4371,640.4542,2774.8930000000005
다사611482,373.961,269.0062,137.7961,445.8382,461.632,450.2894,438.4771,2577.0,541.6343,158.7534,150.3073,257.7939,239.6832,369.5659,251.8074,1969.5453999999997,199.7158,318.144,147.216,627.5667,594.5881,312.2644,243.5055,2443.0005
다사611483,242.6293,240.0856,291.9803,311.846,99.0087,91.925,456.7252,1734.2001,264.5353,320.3059,183.2193,299.5803,86.7609,105.5777,537.6636,1797.643,165.0806,194.8056,388.5018,430.9249,145.1225,66.6076,661.0802,2052.1232
